"","host","virus","presence","suitability"
"4487","Carollia brevicauda","Betacoronavirus",0,1.54329255870803
"4488","Carollia perspicillata","Betacoronavirus",1,2.7432323696815
"4489","Carollia sowelli","Betacoronavirus",1,0.92673980085002
"4490","Carollia subrufa","Betacoronavirus",0,0.557552161141828
"4491","Castor fiber","Betacoronavirus",0,0.355400701554088
"4492","Cavia porcellus","Betacoronavirus",1,0.529501723734058
"4493","Cebus apella","Betacoronavirus",0,0.490001846794409
"4494","Cebus capucinus","Betacoronavirus",0,0.42344338287892
"4495","Cephalophus callipygus","Betacoronavirus",0,0.303831616851004
"4496","Cephalophus dorsalis","Betacoronavirus",0,0.668500847285437
"4497","Cephalophus leucogaster","Betacoronavirus",0,0.668500847285437
"4498","Cephalophus nigrifrons","Betacoronavirus",0,0.473844500422323
"4499","Cephalophus weynsi","Betacoronavirus",0,0.473844500422323
"4500","Ceratotherium simum","Betacoronavirus",0,0.475976856851563
"4501","Cercocebus agilis","Betacoronavirus",0,0.314009089312842
"4502","Cercocebus atys","Betacoronavirus",0,0.328793511453786
"4503","Cercocebus galeritus","Betacoronavirus",0,0.328793511453786
"4504","Cercopithecus ascanius","Betacoronavirus",0,0.786542281390971
"4505","Cercopithecus cephus","Betacoronavirus",0,0.328793511453786
"4506","Cercopithecus mitis","Betacoronavirus",0,0.31291370352441
"4507","Cercopithecus mona","Betacoronavirus",0,0.644450765354237
"4508","Cercopithecus neglectus","Betacoronavirus",0,0.328793511453786
"4509","Cercopithecus nictitans","Betacoronavirus",0,0.339617304420903
"4510","Cercopithecus petaurista","Betacoronavirus",0,0.355400701554088
"4511","Cercopithecus pogonias","Betacoronavirus",0,0.557552161141828
"4512","Cerdocyon thous","Betacoronavirus",0,0.389193037022246
"4513","Cervus elaphus","Betacoronavirus",0,0.500037301979307
"4514","Cervus nippon","Betacoronavirus",0,0.467315347978084
"4515","Chaerephon plicatus","Betacoronavirus",1,1.04891810830924
"4516","Chaerephon pumilus","Betacoronavirus",1,2.23157036486229
"4517","Chaetodipus spinatus","Betacoronavirus",0,0.490001846794409
"4518","Chaetophractus vellerosus","Betacoronavirus",0,0.300535437506134
"4519","Chalinolobus gouldii","Betacoronavirus",0,0.694936104316602
"4520","Chalinolobus morio","Betacoronavirus",0,0.694936104316602
"4521","Chironectes minimus","Betacoronavirus",0,0.42344338287892
"4522","Chlorocebus aethiops","Betacoronavirus",1,0.882811153469135
"4523","Chlorocebus pygerythrus","Betacoronavirus",0,0.313125914927301
"4524","Chlorocebus sabaeus","Betacoronavirus",0,0.386485121576282
"4525","Choloepus didactylus","Betacoronavirus",0,0.557552161141828
"4526","Choloepus hoffmanni","Betacoronavirus",0,1.18487278095679
"4527","Chrotopterus auritus","Betacoronavirus",0,1.10860095504236
"4528","Chrysocyon brachyurus","Betacoronavirus",0,1.10860095504236
"4529","Coendou prehensilis","Betacoronavirus",0,0.557552161141828
"4530","Coendou rothschildi","Betacoronavirus",0,0.42344338287892
"4531","Colobus guereza","Betacoronavirus",0,0.400100491452014
"4532","Colobus polykomos","Betacoronavirus",0,0.832647212461633
"4533","Connochaetes gnou","Betacoronavirus",0,0.355467922289897
"4534","Connochaetes taurinus","Betacoronavirus",0,0.601666736126521
"4535","Corynorhinus townsendii","Betacoronavirus",0,1.10860095504236
"4536","Cricetomys emini","Betacoronavirus",0,0.355400701554088
"4537","Cricetomys gambianus","Betacoronavirus",0,0.714040516927899
"4538","Cricetus cricetus","Betacoronavirus",0,0.31291370352441
"4539","Crocidura attenuata","Betacoronavirus",0,0.694936104316602
"4540","Crocuta crocuta","Betacoronavirus",0,1.13501089480785
"4541","Cuniculus paca","Betacoronavirus",0,0.557552161141828
"4542","Cynictis penicillata","Betacoronavirus",0,1.10860095504236
"4543","Cynomops abrasus","Betacoronavirus",0,1.55483832757244
"4544","Cynomops planirostris","Betacoronavirus",0,1.55483832757244
"4545","Cynomys ludovicianus","Betacoronavirus",0,0.355400701554088
"4546","Cynopterus brachyotis","Betacoronavirus",1,2.02250624323847
"4547","Cynopterus horsfieldii","Betacoronavirus",1,0.92673980085002
"4548","Cynopterus sphinx","Betacoronavirus",1,2.95381062525854
"4549","Cystophora cristata","Betacoronavirus",0,0.421411605876559
"4550","Dama dama","Betacoronavirus",0,0.458426455357
"4551","Damaliscus lunatus","Betacoronavirus",0,0.627474520056255
"4552","Dasymys incomtus","Betacoronavirus",0,0.490001846794409
"4553","Dasyprocta leporina","Betacoronavirus",0,1.11746728863148
"4554","Dasyprocta punctata","Betacoronavirus",0,0.647198710835547
"4555","Dasypus novemcinctus","Betacoronavirus",0,1.11871511728444
"4556","Delphinapterus leucas","Betacoronavirus",0,0.290426922979809
"4557","Delphinus delphis","Betacoronavirus",0,0.389193037022246
"4558","Deomys ferrugineus","Betacoronavirus",0,0.694936104316602
"4559","Desmodillus auricularis","Betacoronavirus",0,0.832647212461633
"4560","Desmodus rotundus","Betacoronavirus",1,2.78001964011511
"4561","Diaemus youngi","Betacoronavirus",0,1.10860095504236
"4562","Diceros bicornis","Betacoronavirus",0,0.467315347978084
"4563","Diclidurus albus","Betacoronavirus",0,1.10860095504236
"4564","Didelphis marsupialis","Betacoronavirus",0,1.2490683436832
"4565","Didelphis virginiana","Betacoronavirus",0,0.876655702536748
"4566","Diphylla ecaudata","Betacoronavirus",0,1.10860095504236
"4567","Diplomys labilis","Betacoronavirus",0,0.42344338287892
"4568","Dipodomys heermanni","Betacoronavirus",0,0.832647212461633
"4569","Dipodomys merriami","Betacoronavirus",0,0.42344338287892
"4570","Dipodomys nitratoides","Betacoronavirus",0,0.832647212461633
"4571","Dobsonia anderseni","Betacoronavirus",0,0.337975833799253
"4572","Dobsonia moluccensis","Betacoronavirus",1,0.758644697570224
"4573","Dorcopsis muelleri","Betacoronavirus",0,0.330551801793259
"4574","Dyacopterus spadiceus","Betacoronavirus",1,0.92673980085002
"4575","Eidolon dupreanum","Betacoronavirus",1,0.758644697570224
"4576","Eidolon helvum","Betacoronavirus",1,1.86459941888338
"4577","Elephas maximus","Betacoronavirus",0,0.866939403896626
"4578","Emballonura alecto","Betacoronavirus",1,0.92673980085002
"4579","Eonycteris spelaea","Betacoronavirus",1,2.35477860990284
"4580","Epomophorus gambianus","Betacoronavirus",1,1.75330373798931
"4581","Epomophorus labiatus","Betacoronavirus",1,1.04891810830924
"4582","Epomophorus wahlbergi","Betacoronavirus",0,1.10860095504236
"4583","Epomops buettikoferi","Betacoronavirus",1,0.92673980085002
"4584","Epomops dobsonii","Betacoronavirus",0,1.10860095504236
"4585","Epomops franqueti","Betacoronavirus",1,0.670540612580243
"4586","Eptesicus brasiliensis","Betacoronavirus",0,1.10860095504236
"4587","Eptesicus diminutus","Betacoronavirus",0,1.10860095504236
"4588","Eptesicus furinalis","Betacoronavirus",0,1.10860095504236
"4589","Eptesicus fuscus","Betacoronavirus",0,2.43566986180078
"4590","Eptesicus nilssonii","Betacoronavirus",1,0.92673980085002
"4591","Eptesicus serotinus","Betacoronavirus",1,2.3355724180742
"4592","Equus asinus","Betacoronavirus",0,0.914116597918738
"4593","Equus burchellii","Betacoronavirus",0,0.618129926195513
"4594","Equus caballus","Betacoronavirus",1,0.858749269335119
"4595","Equus hemionus","Betacoronavirus",0,0.347588850426503
"4596","Erethizon dorsatum","Betacoronavirus",0,0.839035053559296
"4597","Erinaceus amurensis","Betacoronavirus",1,0.92673980085002
"4598","Erinaceus europaeus","Betacoronavirus",1,0.810853132277691
"4599","Erythrocebus patas","Betacoronavirus",0,0.818825980623452
"4600","Eschrichtius robustus","Betacoronavirus",0,0.321621407529011
"4601","Euderma maculatum","Betacoronavirus",0,1.10860095504236
"4602","Eudorcas thomsonii","Betacoronavirus",0,0.663820781854914
"4603","Eulemur albifrons","Betacoronavirus",0,0.334554225503262
"4604","Eulemur macaco","Betacoronavirus",0,0.334554225503262
"4605","Eumetopias jubatus","Betacoronavirus",0,0.440758399736649
"4606","Eumops auripendulus","Betacoronavirus",0,1.10860095504236
"4607","Eumops glaucinus","Betacoronavirus",1,1.94609764629139
"4608","Eumops patagonicus","Betacoronavirus",0,1.10860095504236
"4609","Eumops perotis","Betacoronavirus",0,1.10860095504236
"4610","Falsistrellus mackenziei","Betacoronavirus",0,0.694936104316602
"4611","Felis catus","Betacoronavirus",0,0.646487579932592
"4612","Felis nigripes","Betacoronavirus",0,1.10860095504236
"4613","Felis silvestris","Betacoronavirus",0,0.648848619655033
"4614","Funambulus tristriatus","Betacoronavirus",0,0.832647212461633
"4615","Funisciurus anerythrus","Betacoronavirus",0,0.355400701554088
"4616","Funisciurus congicus","Betacoronavirus",0,0.355400701554088
"4617","Galago senegalensis","Betacoronavirus",0,0.557552161141828
"4618","Galerella sanguinea","Betacoronavirus",0,1.10860095504236
"4619","Gazella dorcas","Betacoronavirus",0,0.389193037022246
"4620","Gazella gazella","Betacoronavirus",0,0.448993189349044
"4621","Gazella subgutturosa","Betacoronavirus",0,0.448706022259277
"4622","Genetta genetta","Betacoronavirus",0,1.10860095504236
"4623","Genetta maculata","Betacoronavirus",0,0.448706022259277
"4624","Gerbilliscus kempi","Betacoronavirus",0,0.691832930526917
"4625","Gerbilliscus validus","Betacoronavirus",0,0.490001846794409
"4626","Giraffa camelopardalis","Betacoronavirus",0,0.518653334518777
"4627","Glaucomys volans","Betacoronavirus",0,1.10860095504236
"4628","Glauconycteris argentata","Betacoronavirus",0,0.333748177582272
"4629","Glauconycteris variegata","Betacoronavirus",1,0.92673980085002
"4630","Glis glis","Betacoronavirus",0,0.334554225503262
"4631","Globicephala melas","Betacoronavirus",0,0.389193037022246
"4632","Glossophaga commissarisi","Betacoronavirus",0,0.557552161141828
"4633","Glossophaga longirostris","Betacoronavirus",0,1.10860095504236
"4634","Glossophaga morenoi","Betacoronavirus",0,1.10860095504236
"4635","Glossophaga soricina","Betacoronavirus",0,2.18039001415297
"4636","Gorilla beringei","Betacoronavirus",0,0.345510440934494
"4637","Gorilla gorilla","Betacoronavirus",0,0.349562003195931
"4638","Halichoerus grypus","Betacoronavirus",0,0.389193037022246
"4639","Heliosciurus rufobrachium","Betacoronavirus",0,0.355400701554088
"4640","Heteromys anomalus","Betacoronavirus",0,0.736603188337454
"4641","Hipposideros abae","Betacoronavirus",0,0.617983211079218
"4642","Hipposideros armiger","Betacoronavirus",1,1.61085650911107
"4643","Hipposideros bicolor","Betacoronavirus",0,1.30628699956103
"4644","Hipposideros caffer","Betacoronavirus",1,1.28016070619418
"4645","Hipposideros cervinus","Betacoronavirus",1,0.92673980085002
"4646","Hipposideros cineraceus","Betacoronavirus",0,0.832647212461633
"4647","Hipposideros commersoni","Betacoronavirus",1,0.92673980085002
"4648","Hipposideros diadema","Betacoronavirus",0,0.694936104316602
"4649","Hipposideros fuliginosus","Betacoronavirus",1,0.92673980085002
"4650","Hipposideros galeritus","Betacoronavirus",1,0.92673980085002
"4651","Hipposideros gigas","Betacoronavirus",1,1.36552505907241
"4652","Hipposideros lankadiva","Betacoronavirus",0,0.832647212461633
"4653","Hipposideros larvatus","Betacoronavirus",1,1.08612992874639
"4654","Hipposideros lekaguli","Betacoronavirus",1,1.36552505907241
"4655","Hipposideros pomona","Betacoronavirus",1,1.61085650911107
"4656","Hipposideros pratti","Betacoronavirus",1,1.36552505907241
"4657","Hipposideros ruber","Betacoronavirus",1,1.36552505907241
"4658","Hipposideros speoris","Betacoronavirus",0,0.832647212461633
"4659","Hipposideros vittatus","Betacoronavirus",0,0.694936104316602
"4660","Hippotragus equinus","Betacoronavirus",0,0.415529265592995
"4661","Hippotragus niger","Betacoronavirus",0,0.507457008490923
"4662","Histiotus montanus","Betacoronavirus",0,1.10860095504236
"4663","Histiotus velatus","Betacoronavirus",0,1.10860095504236
"4664","Hoplomys gymnurus","Betacoronavirus",0,0.557552161141828
"4665","Hydrochoerus hydrochaeris","Betacoronavirus",0,1.10860095504236
"4666","Hydromys chrysogaster","Betacoronavirus",0,0.537333764998218
"4667","Hydropotes inermis","Betacoronavirus",1,0.92673980085002
"4668","Hylobates lar","Betacoronavirus",0,0.318098439004634
"4669","Hylobates moloch","Betacoronavirus",0,0.311281099148119
"4670","Hylobates pileatus","Betacoronavirus",0,0.311281099148119
"4671","Hypsignathus monstrosus","Betacoronavirus",0,0.336635845834522
"4672","Hypsugo pulveratus","Betacoronavirus",1,0.92673980085002
"4673","Hypsugo savii","Betacoronavirus",1,1.36552505907241
"4674","Ia io","Betacoronavirus",1,0.92673980085002
"4675","Ichneumia albicauda","Betacoronavirus",0,0.846860852504856
"4676","Isoodon macrourus","Betacoronavirus",0,0.490001846794409
"4677","Kobus ellipsiprymnus","Betacoronavirus",0,0.54139396842109
"4678","Lagothrix lagotricha","Betacoronavirus",0,0.303383744229932
"4679","Lama glama","Betacoronavirus",1,0.844649610742448
"4680","Lasionycteris noctivagans","Betacoronavirus",0,1.10860095504236
"4681","Lasiurus blossevillii","Betacoronavirus",0,1.10860095504236
"4682","Lasiurus borealis","Betacoronavirus",0,1.10860095504236
"4683","Lasiurus cinereus","Betacoronavirus",0,1.32523712536404
"4684","Lasiurus ega","Betacoronavirus",0,1.10860095504236
"4685","Lasiurus egregius","Betacoronavirus",0,1.10860095504236
"4686","Lasiurus intermedius","Betacoronavirus",0,1.10860095504236
"4687","Lasiurus seminolus","Betacoronavirus",0,1.10860095504236
"4688","Lasiurus xanthinus","Betacoronavirus",0,1.10860095504236
"4689","Lemmus lemmus","Betacoronavirus",0,0.295960572185136
"4690","Lemniscomys striatus","Betacoronavirus",0,1.00501012027049
"4691","Lemur catta","Betacoronavirus",0,0.72176267254639
"4692","Leopardus geoffroyi","Betacoronavirus",0,0.323484133349716
"4693","Leopardus pardalis","Betacoronavirus",0,0.622294637715033
"4694","Leptonychotes weddellii","Betacoronavirus",0,0.347588850426503
"4695","Leptonycteris curasoae","Betacoronavirus",0,1.10860095504236
"4696","Leptonycteris nivalis","Betacoronavirus",0,1.10860095504236
"4697","Lepus americanus","Betacoronavirus",0,1.26050691256535
"4698","Lepus californicus","Betacoronavirus",0,1.2490683436832
"4699","Lepus capensis","Betacoronavirus",0,0.299241799011316
"4700","Lepus europaeus","Betacoronavirus",0,0.302393110650907
"4701","Lepus timidus","Betacoronavirus",0,0.439987010884136
"4702","Lichonycteris obscura","Betacoronavirus",0,0.694936104316602
"4703","Liomys adspersus","Betacoronavirus",0,0.42344338287892
"4704","Lissonycteris angolensis","Betacoronavirus",1,0.92673980085002
"4705","Lobodon carcinophaga","Betacoronavirus",0,0.421411605876559
"4706","Lonchophylla robusta","Betacoronavirus",0,0.42344338287892
"4707","Lonchorhina aurita","Betacoronavirus",0,0.694936104316602
"4708","Lontra canadensis","Betacoronavirus",0,0.749920714704686
"4709","Lophocebus albigena","Betacoronavirus",0,0.339617304420903
"4710","Lophostoma silvicolum","Betacoronavirus",0,0.42344338287892
"4711","Lophuromys flavopunctatus","Betacoronavirus",0,0.490001846794409
"4712","Lophuromys sikapusi","Betacoronavirus",0,1.18885942863008
"4713","Loxodonta africana","Betacoronavirus",0,0.493491818229049
"4714","Lycalopex gymnocercus","Betacoronavirus",0,0.389193037022246
"4715","Lycalopex vetulus","Betacoronavirus",0,1.10860095504236
"4716","Lycaon pictus","Betacoronavirus",0,1.01877848565535
"4717","Lynx lynx","Betacoronavirus",0,0.355400701554088
"4718","Lynx pardinus","Betacoronavirus",0,0.303383744229932
"4719","Lynx rufus","Betacoronavirus",0,0.830265423321119
"4720","Macaca arctoides","Betacoronavirus",0,0.330551801793259
"4721","Macaca cyclopis","Betacoronavirus",0,0.330551801793259
"4722","Macaca fascicularis","Betacoronavirus",0,0.649512798094729
"4723","Macaca fuscata","Betacoronavirus",0,0.403495395275741
"4724","Macaca maura","Betacoronavirus",0,0.314009089312842
"4725","Macaca mulatta","Betacoronavirus",0,0.433702276003849
"4726","Macaca nemestrina","Betacoronavirus",0,0.373695638099756
"4727","Macaca nigra","Betacoronavirus",0,0.314009089312842
"4728","Macaca ochreata","Betacoronavirus",0,0.314009089312842
"4729","Macaca radiata","Betacoronavirus",0,0.640861810193619
"4730","Macaca sinica","Betacoronavirus",0,1.00501012027049
"4731","Macaca sylvanus","Betacoronavirus",0,0.334554225503262
"4732","Macaca tonkeana","Betacoronavirus",0,0.314009089312842
"4733","Macroglossus minimus","Betacoronavirus",1,1.62682754812156
"4734","Macropus agilis","Betacoronavirus",0,1.1840251726213
"4735","Macropus fuliginosus","Betacoronavirus",0,0.448706022259277
"4736","Macropus giganteus","Betacoronavirus",0,0.983407420656014
"4737","Macropus parma","Betacoronavirus",0,0.330551801793259
"4738","Macropus robustus","Betacoronavirus",0,0.685864082390101
"4739","Macropus rufus","Betacoronavirus",0,0.448706022259277
"4740","Macrotus californicus","Betacoronavirus",0,1.10860095504236
"4741","Madromys blanfordi","Betacoronavirus",0,0.832647212461633
"4742","Mandrillus leucophaeus","Betacoronavirus",0,0.323691381238708
"4743","Mandrillus sphinx","Betacoronavirus",0,0.476905425999598
"4744","Manis javanica","Betacoronavirus",1,0.92673980085002
"4745","Marmosa murina","Betacoronavirus",0,0.490001846794409
"4746","Marmota flaviventris","Betacoronavirus",0,0.715256695913402
"4747","Marmota monax","Betacoronavirus",0,1.28841443310597
"4748","Martes foina","Betacoronavirus",0,1.10860095504236
"4749","Martes pennanti","Betacoronavirus",0,0.7207960783876
"4750","Mastomys erythroleucus","Betacoronavirus",0,0.722144801412843
"4751","Mastomys huberti","Betacoronavirus",0,0.333748177582272
"4752","Mastomys natalensis","Betacoronavirus",0,0.936123926476642
"4753","Megaerops ecaudatus","Betacoronavirus",1,0.92673980085002
"4754","Megaerops kusnotoi","Betacoronavirus",1,0.92673980085002
"4755","Megaerops niphanae","Betacoronavirus",1,0.92673980085002
"4756","Megaloglossus woermanni","Betacoronavirus",1,1.36552505907241
"4757","Melanomys caliginosus","Betacoronavirus",0,0.557552161141828
"4758","Meles meles","Betacoronavirus",0,0.330733517893611
"4759","Mellivora capensis","Betacoronavirus",0,1.10860095504236
"4760","Melogale moschata","Betacoronavirus",1,1.36552505907241
"4761","Mephitis mephitis","Betacoronavirus",0,1.83702779289867
"4762","Meriones hurrianae","Betacoronavirus",0,0.543509144351751
"4763","Meriones libycus","Betacoronavirus",0,0.355400701554088
"4764","Mesocricetus auratus","Betacoronavirus",0,0.404942218039529
"4765","Mesophylla macconnelli","Betacoronavirus",0,0.694936104316602
"4766","Metachirus nudicaudatus","Betacoronavirus",0,0.587059399385883
"4767","Micaelamys namaquensis","Betacoronavirus",0,0.333748177582272
"4768","Micronycteris megalotis","Betacoronavirus",0,1.10860095504236
"4769","Micropteropus pusillus","Betacoronavirus",1,1.35989922513339
"4770","Microtus agrestis","Betacoronavirus",0,0.723297646752161
"4771","Microtus arvalis","Betacoronavirus",0,0.751535377206963
"4772","Microtus californicus","Betacoronavirus",0,0.682419969934607
"4773","Microtus gregalis","Betacoronavirus",0,1.00501012027049
"4774","Microtus oeconomus","Betacoronavirus",0,0.902053273722906
"4775","Microtus pennsylvanicus","Betacoronavirus",0,0.450642190229469
"4776","Mimon crenulatum","Betacoronavirus",0,0.832647212461633
"4777","Miniopterus australis","Betacoronavirus",0,0.694936104316602
"4778","Miniopterus inflatus","Betacoronavirus",0,0.553396684428585
"4779","Miniopterus magnater","Betacoronavirus",1,1.36552505907241
"4780","Miniopterus natalensis","Betacoronavirus",0,0.694936104316602
"4781","Miniopterus pusillus","Betacoronavirus",0,0.694936104316602
"4782","Miniopterus schreibersii","Betacoronavirus",1,2.35047515182757
"4783","Miopithecus talapoin","Betacoronavirus",0,0.328793511453786
"4784","Mirounga leonina","Betacoronavirus",0,0.557552161141828
"4785","Molossops neglectus","Betacoronavirus",0,1.10860095504236
"4786","Molossus molossus","Betacoronavirus",0,1.85782178239413
"4787","Molossus rufus","Betacoronavirus",0,2.41025530566133
"4788","Mops condylurus","Betacoronavirus",1,1.36552505907241
"4789","Mormoops megalophylla","Betacoronavirus",0,1.85786409857108
"4790","Mungos mungo","Betacoronavirus",0,0.293787010153481
"4791","Muntiacus muntjak","Betacoronavirus",0,0.364713793851314
"4792","Murina aurata","Betacoronavirus",0,0.832647212461633
"4793","Murina leucogaster","Betacoronavirus",0,2.29806957252686
"4794","Mus booduga","Betacoronavirus",0,0.72176267254639
"4795","Mus bufo","Betacoronavirus",1,0.92673980085002
"4796","Mus cervicolor","Betacoronavirus",1,0.584773587811401
"4797","Mus musculus","Betacoronavirus",1,0.824792857644046
"4798","Mus setulosus","Betacoronavirus",0,0.303831616851004
"4799","Mus spicilegus","Betacoronavirus",0,0.303383744229932
"4800","Mus spretus","Betacoronavirus",0,0.295097244438539
"4801","Mustela lutreola","Betacoronavirus",0,0.347588850426503
"4802","Mustela nigripes","Betacoronavirus",0,0.31291370352441
"4803","Mustela putorius","Betacoronavirus",0,0.694936104316602
"4804","Myocastor coypus","Betacoronavirus",0,0.871068215641306
"4805","Myodes gapperi","Betacoronavirus",0,0.328563612692009
"4806","Myodes glareolus","Betacoronavirus",1,0.982959503582104
"4807","Myodes rufocanus","Betacoronavirus",0,0.355400701554088
"4808","Myodes rutilus","Betacoronavirus",0,0.902053273722906
"4809","Myonycteris torquata","Betacoronavirus",1,0.689922181136248
"4810","Myotis albescens","Betacoronavirus",0,1.10860095504236
"4811","Myotis austroriparius","Betacoronavirus",0,1.10860095504236
"4812","Myotis blythii","Betacoronavirus",0,1.55483832757244
"4813","Myotis brandtii","Betacoronavirus",0,0.694936104316602
"4814","Myotis californicus","Betacoronavirus",0,1.10860095504236
"4815","Myotis capaccinii","Betacoronavirus",0,0.694936104316602
"4816","Myotis chiloensis","Betacoronavirus",0,1.10860095504236
"4817","Myotis dasycneme","Betacoronavirus",1,1.94609764629139
"4818","Myotis daubentonii","Betacoronavirus",1,1.75330373798931
"4819","Myotis davidii","Betacoronavirus",0,0.694936104316602
"4820","Myotis emarginatus","Betacoronavirus",1,1.36552505907241
"4821","Myotis evotis","Betacoronavirus",0,1.10860095504236
"4822","Myotis grisescens","Betacoronavirus",0,1.10860095504236
"4823","Myotis horsfieldii","Betacoronavirus",1,1.36552505907241
"4824","Myotis keenii","Betacoronavirus",0,1.41335824493944
"4825","Myotis leibii","Betacoronavirus",0,1.10860095504236
"4826","Myotis levis","Betacoronavirus",0,1.10860095504236
"4827","Myotis longipes","Betacoronavirus",0,0.694936104316602
