"","host","virus","presence","suitability"
"207","Pipistrellus kuhlii","Betacoronavirus",1,2.44400084253838e+118
"217","Pteropus alecto","Betacoronavirus",1,3.12196922398766e+116
"2781","Eptesicus andinus","Betacoronavirus",0,1.57251909514426e+116
"2677","Carollia subrufa","Betacoronavirus",0,8.61544087037753e+115
"168","Hipposideros larvatus","Betacoronavirus",1,2.84435222962091e+115
"2783","Eptesicus bottae","Betacoronavirus",0,1.75391396488185e+115
"162","Hipposideros caffer","Betacoronavirus",1,1.1471007180999e+115
"3031","Miniopterus inflatus","Betacoronavirus",0,9.61137190436274e+114
"2782","Eptesicus bobrinskoi","Betacoronavirus",0,3.83517657344597e+114
"183","Miniopterus magnater","Betacoronavirus",1,5.86369321256867e+113
"3318","Pipistrellus inexspectatus","Betacoronavirus",0,3.08826441805871e+113
"3319","Pipistrellus javanicus","Betacoronavirus",0,2.94936440816432e+113
"152","Eonycteris spelaea","Betacoronavirus",1,1.62127373512076e+113
"182","Micropteropus pusillus","Betacoronavirus",1,1.072814735109e+113
"3032","Miniopterus macrocneme","Betacoronavirus",0,5.08234758762957e+111
"169","Hipposideros lekaguli","Betacoronavirus",1,4.36280495549107e+111
"3033","Miniopterus majori","Betacoronavirus",0,2.00841358766603e+111
"2678","Casinycteris argynnis","Betacoronavirus",0,1.76198943933149e+111
"2855","Hipposideros bicolor","Betacoronavirus",0,1.18478392183861e+111
"2856","Hipposideros breviceps","Betacoronavirus",0,7.75627315341371e+110
"3365","Pteropus admiralitatum","Betacoronavirus",0,3.89228099370805e+110
"2881","Hipposideros lankadiva","Betacoronavirus",0,3.62663590849842e+110
"3320","Pipistrellus maderensis","Betacoronavirus",0,1.38905268433193e+110
"3367","Pteropus anetianus","Betacoronavirus",0,1.63538095194758e+109
"3366","Pteropus aldabrensis","Betacoronavirus",0,3.51190828179574e+108
"167","Hipposideros gigas","Betacoronavirus",1,3.42890987030437e+108
"2857","Hipposideros calcaratus","Betacoronavirus",0,2.04302488417323e+108
"180","Megaerops niphanae","Betacoronavirus",1,5.38787228653117e+107
"2880","Hipposideros lamottei","Betacoronavirus",0,3.80890893912459e+107
"179","Megaerops kusnotoi","Betacoronavirus",1,3.38459127127911e+107
"3051","Molossus molossus","Betacoronavirus",0,4.56520931701466e+106
"3368","Pteropus aruensis","Betacoronavirus",0,3.52045681506179e+106
"206","Pipistrellus hesperidus","Betacoronavirus",1,2.46110661931899e+106
"2774","Epomophorus angolensis","Betacoronavirus",0,2.00331636351955e+106
"205","Pipistrellus deserti","Betacoronavirus",1,8.7026388242614e+105
"2882","Hipposideros lylei","Betacoronavirus",0,8.33847284021607e+104
"153","Epomophorus gambianus","Betacoronavirus",1,4.30938192780799e+104
"3022","Mimon bennettii","Betacoronavirus",0,2.14570590178289e+104
"2854","Hipposideros beatus","Betacoronavirus",0,1.59691014650957e+104
"2776","Epomophorus grandis","Betacoronavirus",0,1.19613157269959e+104
"2634","Anoura geoffroyi","Betacoronavirus",0,5.62341401687531e+103
"2635","Anoura latidens","Betacoronavirus",0,3.36620278967833e+103
"2772","Eonycteris major","Betacoronavirus",0,2.54128869124725e+103
"3316","Pipistrellus endoi","Betacoronavirus",0,2.47442993361077e+103
"2775","Epomophorus crypturus","Betacoronavirus",0,2.37038196744558e+103
"2773","Eonycteris robusta","Betacoronavirus",0,1.92041791779438e+103
"154","Epomophorus labiatus","Betacoronavirus",1,5.0164685380806e+102
"3052","Molossus pretiosus","Betacoronavirus",0,4.44941875441264e+102
"2874","Hipposideros grandis","Betacoronavirus",0,2.62184770853413e+102
"3006","Megaerops wetmorei","Betacoronavirus",0,2.56264671528604e+102
"3050","Molossus currentium","Betacoronavirus",0,1.79725783703694e+102
"3155","Myotis leibii","Betacoronavirus",0,1.49401917035563e+102
"3023","Mimon cozumelae","Betacoronavirus",0,1.07534958479597e+102
"238","Rousettus aegyptiacus","Betacoronavirus",1,9.86724349537798e+101
"3020","Micropteropus intermedius","Betacoronavirus",0,7.40299666239543e+101
"3021","Mimetillus moloneyi","Betacoronavirus",0,6.77465914690104e+101
"3154","Myotis laniger","Betacoronavirus",0,1.03336874353158e+101
"3185","Myotis ruber","Betacoronavirus",0,6.99240194818198e+100
"2875","Hipposideros halophyllus","Betacoronavirus",0,6.63974590801015e+100
"3183","Myotis riparius","Betacoronavirus",0,5.4471401267933e+100
"3137","Myotis evotis","Betacoronavirus",0,1.94441065890512e+100
"3140","Myotis formosus","Betacoronavirus",0,1.14569883461985e+100
"2973","Lasiurus varius","Betacoronavirus",0,1.1255293178862e+99
"2777","Epomophorus minimus","Betacoronavirus",0,8.69852473602198e+98
"184","Miniopterus schreibersii","Betacoronavirus",1,5.05257621384269e+98
"2778","Epomophorus minor","Betacoronavirus",0,9.88681262781738e+97
"3498","Rhynchonycteris naso","Betacoronavirus",0,2.96012544198024e+97
"3049","Molossus coibensis","Betacoronavirus",0,2.16976726283652e+97
"3496","Rhogeessa parvula","Betacoronavirus",0,7.13478495045752e+96
"239","Rousettus amplexicaudatus","Betacoronavirus",1,3.26364534087264e+96
"3495","Rhogeessa mira","Betacoronavirus",0,3.0599378456794e+96
"241","Scotophilus dinganii","Betacoronavirus",1,1.19606991271719e+96
"3499","Rousettus bidens","Betacoronavirus",0,2.59844817542178e+95
"244","Scotophilus leucogaster","Betacoronavirus",1,1.72169935032842e+95
"3493","Rhogeessa io","Betacoronavirus",0,1.71497241525606e+95
"3494","Rhogeessa minutilla","Betacoronavirus",0,1.39592889164326e+95
"3528","Scotophilus nigrita","Betacoronavirus",0,1.33217696683759e+95
"3529","Scotophilus nucella","Betacoronavirus",0,9.58576843479701e+94
"243","Scotophilus kuhlii","Betacoronavirus",1,9.55276171612703e+94
"3492","Rhogeessa hussoni","Betacoronavirus",0,3.78157724798996e+94
"3027","Miniopterus australis","Betacoronavirus",0,3.35357272608422e+94
"3497","Rhogeessa tumida","Betacoronavirus",0,1.96228419597859e+94
"3530","Scotophilus nux","Betacoronavirus",0,1.86587539443813e+94
"2632","Anoura caudifer","Betacoronavirus",0,9.66341868187645e+93
"3039","Miniopterus pusillus","Betacoronavirus",0,8.79005359429024e+93
"200","Nycteris macrotis","Betacoronavirus",1,7.27205306982783e+93
"2663","Aselliscus tricuspidatus","Betacoronavirus",0,3.78908364771223e+93
"3502","Rousettus linduensis","Betacoronavirus",0,3.50693777746354e+93
"3527","Scotophilus collinus","Betacoronavirus",0,2.44340173136156e+93
"3526","Scotophilus celebensis","Betacoronavirus",0,2.29385174781201e+93
"157","Eptesicus nilssonii","Betacoronavirus",1,1.28239993054161e+93
"143","Cynopterus brachyotis","Betacoronavirus",1,5.42901800361967e+92
"199","Nycteris gambiensis","Betacoronavirus",1,3.72536958883926e+92
"3041","Miniopterus shortridgei","Betacoronavirus",0,2.6156680041638e+92
"216","Pteronotus personatus","Betacoronavirus",1,1.78519846475722e+92
"146","Desmodus rotundus","Betacoronavirus",1,1.75218565125544e+92
"2735","Cynomops paranus","Betacoronavirus",0,1.70474074502918e+92
"2633","Anoura cultrata","Betacoronavirus",0,1.10227387245836e+92
"3045","Molossops neglectus","Betacoronavirus",0,9.50980763977181e+91
"144","Cynopterus horsfieldii","Betacoronavirus",1,7.95407067065685e+91
"247","Triaenops persicus","Betacoronavirus",1,7.1193689094371e+91
"2732","Cynomops abrasus","Betacoronavirus",0,6.83118940037666e+91
"3532","Scotophilus viridis","Betacoronavirus",0,5.59082158214461e+91
"3503","Rousettus obliviosus","Betacoronavirus",0,4.92429334890413e+91
"3531","Scotophilus robustus","Betacoronavirus",0,4.42853878947961e+91
"161","Hipposideros armiger","Betacoronavirus",1,4.09792495325697e+91
"2738","Cynopterus minutus","Betacoronavirus",0,3.83523492246916e+91
"2734","Cynomops mexicanus","Betacoronavirus",0,3.03384852664306e+91
"2736","Cynomops planirostris","Betacoronavirus",0,2.65661951547635e+91
"3501","Rousettus lanosus","Betacoronavirus",0,9.48239339785687e+90
"198","Nyctalus noctula","Betacoronavirus",1,7.2607451318149e+90
"3504","Rousettus spinalatus","Betacoronavirus",0,6.89216474343157e+90
"2733","Cynomops greenhalli","Betacoronavirus",0,6.69605354770718e+90
"3330","Pipistrellus subflavus","Betacoronavirus",0,5.68303872475724e+90
"145","Cynopterus sphinx","Betacoronavirus",1,5.08037447574968e+90
"3505","Saccolaimus flaviventris","Betacoronavirus",0,3.66041235973331e+90
"3561","Tadarida brasiliensis","Betacoronavirus",0,3.63222580327775e+90
"240","Rousettus madagascariensis","Betacoronavirus",1,3.3491707897419e+90
"2739","Cynopterus nusatenggara","Betacoronavirus",0,2.85100545073106e+90
"2731","Craseonycteris thonglongyai","Betacoronavirus",0,2.53228979981376e+90
"3545","Sturnira lilium","Betacoronavirus",0,2.24381066648052e+90
"2740","Cynopterus titthaecheilus","Betacoronavirus",0,1.77837298037774e+90
"242","Scotophilus heathii","Betacoronavirus",1,8.73759787067789e+89
"2664","Balantiopteryx infusca","Betacoronavirus",0,8.73759787067789e+89
"3046","Molossops temminckii","Betacoronavirus",0,5.73695346679899e+89
"2742","Diaemus youngi","Betacoronavirus",0,4.82564398838786e+89
"2730","Corynorhinus townsendii","Betacoronavirus",0,4.42362739425665e+89
"134","Artibeus jamaicensis","Betacoronavirus",1,3.89334180145426e+89
"3044","Molossops mattogrossensis","Betacoronavirus",0,3.71747381638384e+89
"3042","Miniopterus tristis","Betacoronavirus",0,3.65475139291835e+89
"2668","Barbastella barbastellus","Betacoronavirus",0,3.10373439740875e+89
"3040","Miniopterus robustior","Betacoronavirus",0,2.53366629623534e+89
"2741","Cyttarops alecto","Betacoronavirus",0,2.22496295509859e+89
"3043","Molossops aequatorianus","Betacoronavirus",0,2.21721835478452e+89
"3233","Nycteris aurita","Betacoronavirus",0,1.71421857592786e+89
"3234","Nycteris grandis","Betacoronavirus",0,1.07667770783647e+89
"3227","Nyctalus furvus","Betacoronavirus",0,7.61511408059064e+88
"3231","Nyctalus plancyi","Betacoronavirus",0,5.28764190047878e+88
"3218","Neoromicia nanus","Betacoronavirus",0,5.05674904186931e+88
"3369","Pteropus banakrisi","Betacoronavirus",0,4.96454628907193e+88
"218","Pteropus conspicillatus","Betacoronavirus",1,4.87404025728878e+88
"3370","Pteropus brunneus","Betacoronavirus",0,4.77911983130688e+88
"3228","Nyctalus lasiopterus","Betacoronavirus",0,4.51504205460568e+88
"3373","Pteropus chrysoproctus","Betacoronavirus",0,4.511397524953e+88
"3372","Pteropus capistratus","Betacoronavirus",0,4.40711322199136e+88
"3363","Pteronotus pristinus","Betacoronavirus",0,2.28632128885355e+88
"3333","Platalina genovensium","Betacoronavirus",0,1.3274698242353e+88
"220","Pteropus lylei","Betacoronavirus",1,1.00885741680275e+88
"3226","Nyctalus azoreum","Betacoronavirus",0,5.12981478878249e+87
"2653","Artibeus fraterculus","Betacoronavirus",0,3.95222793032589e+87
"3232","Nycteris arge","Betacoronavirus",0,3.30676972515531e+87
"3377","Pteropus fundatus","Betacoronavirus",0,2.9229555626236e+87
"3210","Natalus tumidirostris","Betacoronavirus",0,2.27845727251144e+87
"3392","Pteropus melanopogon","Betacoronavirus",0,1.28338873964434e+87
"2799","Eptesicus pachyotis","Betacoronavirus",0,8.86544490319686e+86
"195","Neoromicia capensis","Betacoronavirus",1,8.79988331456525e+86
"3184","Myotis rosseti","Betacoronavirus",0,8.79988331456525e+86
"3577","Taphozous melanopogon","Betacoronavirus",0,8.78094464239863e+86
"3146","Myotis hajastanicus","Betacoronavirus",0,8.52854171245305e+86
"245","Tadarida teniotis","Betacoronavirus",1,8.02436097667689e+86
"3559","Tadarida aegyptiaca","Betacoronavirus",0,7.68932930737402e+86
"3237","Nycteris javanica","Betacoronavirus",0,5.98327735936505e+86
"2729","Corynorhinus rafinesquii","Betacoronavirus",0,5.68530853102661e+86
"3560","Tadarida australis","Betacoronavirus",0,3.89098956867698e+86
"2851","Hesperoptenus tomesi","Betacoronavirus",0,3.76156218631534e+86
"2838","Glossophaga soricina","Betacoronavirus",0,3.48280629707667e+86
"3567","Tadarida ventralis","Betacoronavirus",0,3.15554316082378e+86
"2659","Artibeus toltecus","Betacoronavirus",0,2.17452773431345e+86
"3385","Pteropus leucopterus","Betacoronavirus",0,2.02395869297945e+86
"3562","Tadarida fulminans","Betacoronavirus",0,1.71254826763191e+86
"142","Chaerephon pumilus","Betacoronavirus",1,1.68864328132057e+86
"209","Pipistrellus pipistrellus","Betacoronavirus",1,1.48801518203663e+86
"3053","Molossus rufus","Betacoronavirus",0,1.28959021623011e+86
"3565","Tadarida latouchei","Betacoronavirus",0,1.2093135303295e+86
"2737","Cynopterus luzoniensis","Betacoronavirus",0,1.04038166195755e+86
"2790","Eptesicus fuscus","Betacoronavirus",0,9.99351978487253e+85
"3212","Neopteryx frosti","Betacoronavirus",0,8.63357954571566e+85
"3471","Rhinolophus shortridgei","Betacoronavirus",0,6.03166036982422e+85
"3151","Myotis insularum","Betacoronavirus",0,6.02193198281161e+85
"3332","Pipistrellus westralis","Betacoronavirus",0,4.26915950993077e+85
"2828","Glauconycteris kenyacola","Betacoronavirus",0,3.63736410519323e+85
"3337","Platyrrhinus chocoensis","Betacoronavirus",0,3.0019672544125e+85
"137","Artibeus phaeotis","Betacoronavirus",1,2.19209276946966e+85
"3468","Rhinolophus ruwenzorii","Betacoronavirus",0,2.19209276946966e+85
"3157","Myotis longipes","Betacoronavirus",0,2.02938018785072e+85
"3423","Pteropus woodfordi","Betacoronavirus",0,1.94041668362717e+85
"3187","Myotis scotti","Betacoronavirus",0,1.9284818783284e+85
"3544","Sturnira erythromos","Betacoronavirus",0,1.64400364486898e+85
"3541","Sturnira aratathomasi","Betacoronavirus",0,1.63533920592937e+85
"3550","Sturnira mordax","Betacoronavirus",0,1.57369989192103e+85
"3542","Sturnira bidens","Betacoronavirus",0,1.47225598729746e+85
"3546","Sturnira ludovici","Betacoronavirus",0,1.45669495648702e+85
"3563","Tadarida insignis","Betacoronavirus",0,1.33686306113313e+85
"3176","Myotis oxygnathus","Betacoronavirus",0,1.31823586733787e+85
"3564","Tadarida kuboriensis","Betacoronavirus",0,1.29297550485208e+85
"3554","Sturnira tildae","Betacoronavirus",0,1.194419245316e+85
"2839","Glyphonycteris behnii","Betacoronavirus",0,1.1329487718261e+85
"211","Pipistrellus tenuis","Betacoronavirus",1,1.0523006543462e+85
"3335","Platyrrhinus aurarius","Betacoronavirus",0,9.38741964177897e+84
"3591","Triaenops rufus","Betacoronavirus",0,7.62232866046492e+84
"3139","Myotis findleyi","Betacoronavirus",0,7.35169781486818e+84
"3219","Neoromicia rendalli","Betacoronavirus",0,7.23494969698513e+84
"3341","Platyrrhinus lineatus","Betacoronavirus",0,6.0936134237762e+84
"3371","Pteropus caniceps","Betacoronavirus",0,5.86847066528582e+84
"187","Myotis dasycneme","Betacoronavirus",1,5.6209544833028e+84
"2665","Balantiopteryx io","Betacoronavirus",0,5.6209544833028e+84
"3164","Myotis moluccarum","Betacoronavirus",0,5.6209544833028e+84
"3190","Myotis siligorensis","Betacoronavirus",0,5.6209544833028e+84
"3147","Myotis hasseltii","Betacoronavirus",0,5.51656334612956e+84
"138","Aselliscus stoliczkanus","Betacoronavirus",1,5.4157219466187e+84
"233","Rhinolophus shameli","Betacoronavirus",1,5.4157219466187e+84
"3446","Rhinolophus hildebrandtii","Betacoronavirus",0,5.4157219466187e+84
"2853","Hipposideros ater","Betacoronavirus",0,5.35354280323503e+84
"2974","Lasiurus xanthinus","Betacoronavirus",0,4.86843687515879e+84
"208","Pipistrellus nathusii","Betacoronavirus",1,4.81166192949595e+84
"210","Pipistrellus pygmaeus","Betacoronavirus",1,4.63250014841568e+84
"3342","Platyrrhinus recifinus","Betacoronavirus",0,4.50842232642135e+84
"3338","Platyrrhinus dorsalis","Betacoronavirus",0,4.45930061116261e+84
"3138","Myotis fimbriatus","Betacoronavirus",0,4.41878975420256e+84
"3170","Myotis nattereri","Betacoronavirus",0,4.41878975420256e+84
"3196","Myotis velifer","Betacoronavirus",0,4.41878975420256e+84
"3132","Myotis cobanensis","Betacoronavirus",0,4.35454003408543e+84
"3161","Myotis macrotarsus","Betacoronavirus",0,4.35454003408543e+84
"3188","Myotis septentrionalis","Betacoronavirus",0,4.35454003408543e+84
"3216","Neoromicia helios","Betacoronavirus",0,4.35454003408543e+84
"3441","Rhinolophus eloquens","Betacoronavirus",0,4.23305234179304e+84
"3466","Rhinolophus robinsoni","Betacoronavirus",0,4.23305234179304e+84
"2852","Hipposideros abae","Betacoronavirus",0,4.12063161459837e+84
"3181","Myotis pruinosus","Betacoronavirus",0,4.08708932910264e+84
"3209","Natalus stramineus","Betacoronavirus",0,4.08708932910264e+84
"3208","Natalus primus","Betacoronavirus",0,3.93697617991538e+84
"2980","Lichonycteris obscura","Betacoronavirus",0,3.77579749605136e+84
"2846","Harpyionycteris whiteheadi","Betacoronavirus",0,3.64986914964604e+84
"3173","Myotis nipalensis","Betacoronavirus",0,3.63163459571315e+84
"2658","Artibeus inopinatus","Betacoronavirus",0,3.60224492694542e+84
"3331","Pipistrellus wattsi","Betacoronavirus",0,3.60224492694542e+84
"192","Myotis punicus","Betacoronavirus",1,3.51663403643855e+84
"2848","Hesperoptenus doriae","Betacoronavirus",0,3.32174461593553e+84
"3448","Rhinolophus hillorum","Betacoronavirus",0,2.59037595447423e+84
"3473","Rhinolophus silvestris","Betacoronavirus",0,2.59037595447423e+84
"3340","Platyrrhinus infuscus","Betacoronavirus",0,2.09437989624098e+84
"3339","Platyrrhinus helleri","Betacoronavirus",0,2.03640150330243e+84
"141","Chaerephon plicatus","Betacoronavirus",1,1.98674567051274e+84
"246","Taphozous perforatus","Betacoronavirus",1,1.96645229889987e+84
"193","Myotis ricketti","Betacoronavirus",1,1.95447173270321e+84
"3156","Myotis levis","Betacoronavirus",0,1.95447173270321e+84
"3211","Neonycteris pusilla","Betacoronavirus",0,1.95447173270321e+84
"3329","Pipistrellus sturdeei","Betacoronavirus",0,1.77951624173249e+84
"3334","Platymops setiger","Betacoronavirus",0,1.70238103114156e+84
"2977","Leptonycteris curasoae","Betacoronavirus",0,1.48382615488412e+84
"3229","Nyctalus leisleri","Betacoronavirus",0,1.38912058820524e+84
"3205","Myzopoda aurita","Betacoronavirus",0,1.38376878230928e+84
"3324","Pipistrellus paterculus","Betacoronavirus",0,1.34970199010285e+84
"3590","Triaenops furculus","Betacoronavirus",0,1.20999547451347e+84
"188","Myotis daubentonii","Betacoronavirus",1,1.14451180240335e+84
"3165","Myotis montivagus","Betacoronavirus",0,1.14451180240335e+84
"3191","Myotis simus","Betacoronavirus",0,1.14451180240335e+84
"3467","Rhinolophus rouxii","Betacoronavirus",0,9.70503916747447e+83
"3553","Sturnira thomasi","Betacoronavirus",0,9.21394947060697e+83
"232","Rhinolophus rufus","Betacoronavirus",1,7.82826502269169e+83
"3442","Rhinolophus euryotis","Betacoronavirus",0,7.82826502269169e+83
"3131","Myotis ciliolabrum","Betacoronavirus",0,6.87593221972712e+83
"3160","Myotis macropus","Betacoronavirus",0,6.87593221972712e+83
"3215","Neoromicia guineensis","Betacoronavirus",0,6.87593221972712e+83
"3141","Myotis fortidens","Betacoronavirus",0,6.50453586618571e+83
"3172","Myotis nigricans","Betacoronavirus",0,6.50453586618571e+83
"3198","Myotis volans","Betacoronavirus",0,6.50453586618571e+83
"3374","Pteropus cognatus","Betacoronavirus",0,6.46606064425266e+83
"2972","Lasiurus seminolus","Betacoronavirus",0,6.42925266364633e+83
"3343","Platyrrhinus umbratus","Betacoronavirus",0,6.39980267606832e+83
"227","Rhinolophus hipposideros","Betacoronavirus",1,6.23188126618801e+83
"3474","Rhinolophus simulator","Betacoronavirus",0,6.23188126618801e+83
"3322","Pipistrellus nanulus","Betacoronavirus",0,6.1024042242318e+83
"231","Rhinolophus rex","Betacoronavirus",1,5.51304019342262e+83
"3440","Rhinolophus denti","Betacoronavirus",0,5.51304019342262e+83
"2847","Hesperoptenus blanfordi","Betacoronavirus",0,5.09460480981494e+83
"3129","Myotis chiloensis","Betacoronavirus",0,5.00283214192874e+83
"3159","Myotis macrodactylus","Betacoronavirus",0,5.00283214192874e+83
"3186","Myotis schaubi","Betacoronavirus",0,5.00283214192874e+83
"3214","Neoromicia flavescens","Betacoronavirus",0,5.00283214192874e+83
"2981","Lionycteris spurrelli","Betacoronavirus",0,4.55096196297711e+83
"2660","Artibeus watsoni","Betacoronavirus",0,4.33582213742891e+83
"3443","Rhinolophus formosae","Betacoronavirus",0,4.33582213742891e+83
"3469","Rhinolophus sakejiensis","Betacoronavirus",0,4.33582213742891e+83
"3158","Myotis lucifugus","Betacoronavirus",0,4.09163706881574e+83
"2971","Lasiurus salinae","Betacoronavirus",0,3.66710355466931e+83
"3444","Rhinolophus fumigatus","Betacoronavirus",0,3.25300647535881e+83
"3142","Myotis frater","Betacoronavirus",0,2.87580224277424e+83
"2655","Artibeus gnomus","Betacoronavirus",0,2.86150983036939e+83
"3153","Myotis keenii","Betacoronavirus",0,2.86150983036939e+83
"3180","Myotis planiceps","Betacoronavirus",0,2.86150983036939e+83
"3207","Natalus major","Betacoronavirus",0,2.86150983036939e+83
"2965","Lasiurus ega","Betacoronavirus",0,2.66086372343738e+83
"3552","Sturnira oporaphilum","Betacoronavirus",0,2.62735919361976e+83
"3451","Rhinolophus keyensis","Betacoronavirus",0,2.45458784416008e+83
"2836","Glossophaga longirostris","Betacoronavirus",0,2.24916040215531e+83
"185","Mops condylurus","Betacoronavirus",1,2.04196648886647e+83
"2978","Leptonycteris nivalis","Betacoronavirus",0,2.02491748829152e+83
"3453","Rhinolophus lepidus","Betacoronavirus",0,1.88648026706752e+83
"3321","Pipistrellus minahassae","Betacoronavirus",0,1.76100862736055e+83
"3376","Pteropus faunulus","Betacoronavirus",0,1.6302858634064e+83
"3404","Pteropus poliocephalus","Betacoronavirus",0,1.6302858634064e+83
"3430","Rhinolophus bocharicus","Betacoronavirus",0,1.6302858634064e+83
"3455","Rhinolophus maclaudi","Betacoronavirus",0,1.62706096942307e+83
"3478","Rhinolophus trifoliatus","Betacoronavirus",0,1.62706096942307e+83
"3182","Myotis ridleyi","Betacoronavirus",0,1.55541461881447e+83
"3459","Rhinolophus megaphyllus","Betacoronavirus",0,1.46704992343438e+83
"224","Rhinolophus clivosus","Betacoronavirus",1,1.4199864506808e+83
"3200","Myotis yanbarensis","Betacoronavirus",0,1.3858176352179e+83
"3028","Miniopterus fraterculus","Betacoronavirus",0,1.35956277002031e+83
"2966","Lasiurus egregius","Betacoronavirus",0,1.28320291513463e+83
"3477","Rhinolophus swinnyi","Betacoronavirus",0,1.28022885850556e+83
"2662","Asellia tridens","Betacoronavirus",0,1.26487320021259e+83
"3445","Rhinolophus guineensis","Betacoronavirus",0,1.26487320021259e+83
"3470","Rhinolophus sedulus","Betacoronavirus",0,1.26487320021259e+83
"3326","Pipistrellus rueppellii","Betacoronavirus",0,1.21633934119392e+83
"2849","Hesperoptenus gaskelli","Betacoronavirus",0,1.15832695049225e+83
"3458","Rhinolophus marshalli","Betacoronavirus",0,1.05656341127126e+83
"3328","Pipistrellus stenopterus","Betacoronavirus",0,1.02622930270901e+83
"230","Rhinolophus monoceros","Betacoronavirus",1,1.01476517832636e+83
"190","Myotis horsfieldii","Betacoronavirus",1,9.87719533689976e+82
"3177","Myotis oxyotus","Betacoronavirus",0,9.87719533689976e+82
"3204","Mystacina tuberculata","Betacoronavirus",0,9.87719533689976e+82
"235","Rhinolophus thomasi","Betacoronavirus",1,9.73193164495945e+82
"160","Glauconycteris variegata","Betacoronavirus",1,9.39819192979028e+82
"3171","Myotis nesopolus","Betacoronavirus",0,9.12110650677366e+82
"3197","Myotis vivesi","Betacoronavirus",0,9.12110650677366e+82
"2661","Asellia patrizii","Betacoronavirus",0,8.26251884671978e+82
"3393","Pteropus melanotus","Betacoronavirus",0,8.25714389379219e+82
"3419","Pteropus ualanus","Betacoronavirus",0,8.25714389379219e+82
"3230","Nyctalus montanus","Betacoronavirus",0,8.02516513415788e+82
"201","Nycteris thebaica","Betacoronavirus",1,7.89344589928956e+82
"3439","Rhinolophus deckenii","Betacoronavirus",0,6.61442765095703e+82
"229","Rhinolophus mehelyi","Betacoronavirus",1,6.57918522137745e+82
"2976","Lavia frons","Betacoronavirus",0,6.42519678272711e+82
"2700","Chalinolobus morio","Betacoronavirus",0,6.36546407984209e+82
