"","host","virus","presence","suitability"
"4526","Choloepus hoffmanni","Betacoronavirus",0,0.635748623746762
"4527","Chrotopterus auritus","Betacoronavirus",0,0.593254414531072
"4528","Chrysocyon brachyurus","Betacoronavirus",0,0.593254414531072
"4529","Coendou prehensilis","Betacoronavirus",0,0.296713938454818
"4530","Coendou rothschildi","Betacoronavirus",0,0.227812839370122
"4531","Colobus guereza","Betacoronavirus",0,0.2159773291139
"4532","Colobus polykomos","Betacoronavirus",0,0.442299748138695
"4533","Connochaetes gnou","Betacoronavirus",0,0.193488031326148
"4534","Connochaetes taurinus","Betacoronavirus",0,0.319693806499502
"4535","Corynorhinus townsendii","Betacoronavirus",0,0.593254414531072
"4536","Cricetomys emini","Betacoronavirus",0,0.193454304399861
"4537","Cricetomys gambianus","Betacoronavirus",0,0.378880850251847
"4538","Cricetus cricetus","Betacoronavirus",0,0.172228218512479
"4539","Crocidura attenuata","Betacoronavirus",0,0.368754936747572
"4540","Crocuta crocuta","Betacoronavirus",0,0.607932545918521
"4541","Cuniculus paca","Betacoronavirus",0,0.296713938454818
"4542","Cynictis penicillata","Betacoronavirus",0,0.593254414531072
"4543","Cynomops abrasus","Betacoronavirus",0,0.846114482672009
"4544","Cynomops planirostris","Betacoronavirus",0,0.846114482672009
"4545","Cynomys ludovicianus","Betacoronavirus",0,0.193454304399861
"4546","Cynopterus brachyotis","Betacoronavirus",1,1.12099791894895
"4547","Cynopterus horsfieldii","Betacoronavirus",1,0.493257746318137
"4548","Cynopterus sphinx","Betacoronavirus",1,1.69327265363296
"4549","Cystophora cristata","Betacoronavirus",0,0.22678072167262
"4550","Dama dama","Betacoronavirus",0,0.2456407447322
"4551","Damaliscus lunatus","Betacoronavirus",0,0.333205591657241
"4552","Dasymys incomtus","Betacoronavirus",0,0.261822133062191
"4553","Dasyprocta leporina","Betacoronavirus",0,0.598177859725381
"4554","Dasyprocta punctata","Betacoronavirus",0,0.343565428210666
"4555","Dasypus novemcinctus","Betacoronavirus",0,0.598871123812791
"4556","Delphinapterus leucas","Betacoronavirus",0,0.161071048921188
"4557","Delphinus delphis","Betacoronavirus",0,0.210463990014676
"4558","Deomys ferrugineus","Betacoronavirus",0,0.368754936747572
"4559","Desmodillus auricularis","Betacoronavirus",0,0.442299748138695
"4560","Desmodus rotundus","Betacoronavirus",1,1.58422469262439
"4561","Diaemus youngi","Betacoronavirus",0,0.593254414531072
"4562","Diceros bicornis","Betacoronavirus",0,0.250187511547476
"4563","Diclidurus albus","Betacoronavirus",0,0.593254414531072
"4564","Didelphis marsupialis","Betacoronavirus",0,0.671756550307359
"4565","Didelphis virginiana","Betacoronavirus",0,0.466064606062432
"4566","Diphylla ecaudata","Betacoronavirus",0,0.593254414531072
"4567","Diplomys labilis","Betacoronavirus",0,0.227812839370122
"4568","Dipodomys heermanni","Betacoronavirus",0,0.442299748138695
"4569","Dipodomys merriami","Betacoronavirus",0,0.227812839370122
"4570","Dipodomys nitratoides","Betacoronavirus",0,0.442299748138695
"4571","Dobsonia anderseni","Betacoronavirus",0,0.184726768827405
"4572","Dobsonia moluccensis","Betacoronavirus",1,0.402620295097752
"4573","Dorcopsis muelleri","Betacoronavirus",0,0.181017605590599
"4574","Dyacopterus spadiceus","Betacoronavirus",1,0.493257746318137
"4575","Eidolon dupreanum","Betacoronavirus",1,0.402620295097752
"4576","Eidolon helvum","Betacoronavirus",1,1.02715120162139
"4577","Elephas maximus","Betacoronavirus",0,0.460807202100044
"4578","Emballonura alecto","Betacoronavirus",1,0.493257746318137
"4579","Eonycteris spelaea","Betacoronavirus",1,1.32164658613906
"4580","Epomophorus gambianus","Betacoronavirus",1,0.961625484536594
"4581","Epomophorus labiatus","Betacoronavirus",1,0.560227153668581
"4582","Epomophorus wahlbergi","Betacoronavirus",0,0.593254414531072
"4583","Epomops buettikoferi","Betacoronavirus",1,0.493257746318137
"4584","Epomops dobsonii","Betacoronavirus",0,0.593254414531072
"4585","Epomops franqueti","Betacoronavirus",1,0.35586188331379
"4586","Eptesicus brasiliensis","Betacoronavirus",0,0.593254414531072
"4587","Eptesicus diminutus","Betacoronavirus",0,0.593254414531072
"4588","Eptesicus furinalis","Betacoronavirus",0,0.593254414531072
"4589","Eptesicus fuscus","Betacoronavirus",0,1.37111214080112
"4590","Eptesicus nilssonii","Betacoronavirus",1,0.493257746318137
"4591","Eptesicus serotinus","Betacoronavirus",1,1.30993644307536
"4592","Equus asinus","Betacoronavirus",0,0.486389418381913
"4593","Equus burchellii","Betacoronavirus",0,0.32830746654587
"4594","Equus caballus","Betacoronavirus",1,0.456380208848461
"4595","Equus hemionus","Betacoronavirus",0,0.189537867741086
"4596","Erethizon dorsatum","Betacoronavirus",0,0.445741576804281
"4597","Erinaceus amurensis","Betacoronavirus",1,0.493257746318137
"4598","Erinaceus europaeus","Betacoronavirus",1,0.430576688880092
"4599","Erythrocebus patas","Betacoronavirus",0,0.434861726665703
"4600","Eschrichtius robustus","Betacoronavirus",0,0.176563354796635
"4601","Euderma maculatum","Betacoronavirus",0,0.593254414531072
"4602","Eudorcas thomsonii","Betacoronavirus",0,0.352317876782022
"4603","Eulemur albifrons","Betacoronavirus",0,0.183016580943583
"4604","Eulemur macaco","Betacoronavirus",0,0.183016580943583
"4605","Eumetopias jubatus","Betacoronavirus",0,0.236623484361435
"4606","Eumops auripendulus","Betacoronavirus",0,0.593254414531072
"4607","Eumops glaucinus","Betacoronavirus",1,1.07546082768289
"4608","Eumops patagonicus","Betacoronavirus",0,0.593254414531072
"4609","Eumops perotis","Betacoronavirus",0,0.593254414531072
"4610","Falsistrellus mackenziei","Betacoronavirus",0,0.368754936747572
"4611","Felis catus","Betacoronavirus",0,0.34319142391029
"4612","Felis nigripes","Betacoronavirus",0,0.593254414531072
"4613","Felis silvestris","Betacoronavirus",0,0.344433304368661
"4614","Funambulus tristriatus","Betacoronavirus",0,0.442299748138695
"4615","Funisciurus anerythrus","Betacoronavirus",0,0.193454304399861
"4616","Funisciurus congicus","Betacoronavirus",0,0.193454304399861
"4617","Galago senegalensis","Betacoronavirus",0,0.296713938454818
"4618","Galerella sanguinea","Betacoronavirus",0,0.593254414531072
"4619","Gazella dorcas","Betacoronavirus",0,0.210463990014676
"4620","Gazella gazella","Betacoronavirus",0,0.240822923380818
"4621","Gazella subgutturosa","Betacoronavirus",0,0.240676379757654
"4622","Genetta genetta","Betacoronavirus",0,0.593254414531072
"4623","Genetta maculata","Betacoronavirus",0,0.240676379757654
"4624","Gerbilliscus kempi","Betacoronavirus",0,0.367112571033337
"4625","Gerbilliscus validus","Betacoronavirus",0,0.261822133062191
"4626","Giraffa camelopardalis","Betacoronavirus",0,0.276576694256767
"4627","Glaucomys volans","Betacoronavirus",0,0.593254414531072
"4628","Glauconycteris argentata","Betacoronavirus",0,0.182613875611425
"4629","Glauconycteris variegata","Betacoronavirus",1,0.493257746318137
"4630","Glis glis","Betacoronavirus",0,0.183016580943583
"4631","Globicephala melas","Betacoronavirus",0,0.210463990014676
"4632","Glossophaga commissarisi","Betacoronavirus",0,0.296713938454818
"4633","Glossophaga longirostris","Betacoronavirus",0,0.593254414531072
"4634","Glossophaga morenoi","Betacoronavirus",0,0.593254414531072
"4635","Glossophaga soricina","Betacoronavirus",0,1.21581822816075
"4636","Gorilla beringei","Betacoronavirus",0,0.188496885746076
"4637","Gorilla gorilla","Betacoronavirus",0,0.190526529154603
"4638","Halichoerus grypus","Betacoronavirus",0,0.210463990014676
"4639","Heliosciurus rufobrachium","Betacoronavirus",0,0.193454304399861
"4640","Heteromys anomalus","Betacoronavirus",0,0.390872287554385
"4641","Hipposideros abae","Betacoronavirus",0,0.328230614920047
"4642","Hipposideros armiger","Betacoronavirus",1,0.878539773896853
"4643","Hipposideros bicolor","Betacoronavirus",0,0.704032033716864
"4644","Hipposideros caffer","Betacoronavirus",1,0.689274033122316
"4645","Hipposideros cervinus","Betacoronavirus",1,0.493257746318137
"4646","Hipposideros cineraceus","Betacoronavirus",0,0.442299748138695
"4647","Hipposideros commersoni","Betacoronavirus",1,0.493257746318137
"4648","Hipposideros diadema","Betacoronavirus",0,0.368754936747572
"4649","Hipposideros fuliginosus","Betacoronavirus",1,0.493257746318137
"4650","Hipposideros galeritus","Betacoronavirus",1,0.493257746318137
"4651","Hipposideros gigas","Betacoronavirus",1,0.737621749265733
"4652","Hipposideros lankadiva","Betacoronavirus",0,0.442299748138695
"4653","Hipposideros larvatus","Betacoronavirus",1,0.580795905515553
"4654","Hipposideros lekaguli","Betacoronavirus",1,0.737621749265733
"4655","Hipposideros pomona","Betacoronavirus",1,0.878539773896853
"4656","Hipposideros pratti","Betacoronavirus",1,0.737621749265733
"4657","Hipposideros ruber","Betacoronavirus",1,0.737621749265733
"4658","Hipposideros speoris","Betacoronavirus",0,0.442299748138695
"4659","Hipposideros vittatus","Betacoronavirus",0,0.368754936747572
"4660","Hippotragus equinus","Betacoronavirus",0,0.223794647111684
"4661","Hippotragus niger","Betacoronavirus",0,0.270802981106866
"4662","Histiotus montanus","Betacoronavirus",0,0.593254414531072
"4663","Histiotus velatus","Betacoronavirus",0,0.593254414531072
"4664","Hoplomys gymnurus","Betacoronavirus",0,0.296713938454818
"4665","Hydrochoerus hydrochaeris","Betacoronavirus",0,0.593254414531072
"4666","Hydromys chrysogaster","Betacoronavirus",0,0.286232257951146
"4667","Hydropotes inermis","Betacoronavirus",1,0.493257746318137
"4668","Hylobates lar","Betacoronavirus",0,0.174808477422333
"4669","Hylobates moloch","Betacoronavirus",0,0.17141632194089
"4670","Hylobates pileatus","Betacoronavirus",0,0.17141632194089
"4671","Hypsignathus monstrosus","Betacoronavirus",0,0.184056874477936
"4672","Hypsugo pulveratus","Betacoronavirus",1,0.493257746318137
"4673","Hypsugo savii","Betacoronavirus",1,0.737621749265733
"4674","Ia io","Betacoronavirus",1,0.493257746318137
"4675","Ichneumia albicauda","Betacoronavirus",0,0.449961750012278
"4676","Isoodon macrourus","Betacoronavirus",0,0.261822133062191
"4677","Kobus ellipsiprymnus","Betacoronavirus",0,0.288334577655714
"4678","Lagothrix lagotricha","Betacoronavirus",0,0.16749301017385
"4679","Lama glama","Betacoronavirus",1,0.448768910158477
"4680","Lasionycteris noctivagans","Betacoronavirus",0,0.593254414531072
"4681","Lasiurus blossevillii","Betacoronavirus",0,0.593254414531072
"4682","Lasiurus borealis","Betacoronavirus",0,0.593254414531072
"4683","Lasiurus cinereus","Betacoronavirus",0,0.714758133166926
"4684","Lasiurus ega","Betacoronavirus",0,0.593254414531072
"4685","Lasiurus egregius","Betacoronavirus",0,0.593254414531072
"4686","Lasiurus intermedius","Betacoronavirus",0,0.593254414531072
"4687","Lasiurus seminolus","Betacoronavirus",0,0.593254414531072
"4688","Lasiurus xanthinus","Betacoronavirus",0,0.593254414531072
"4689","Lemmus lemmus","Betacoronavirus",0,0.163811479869452
"4690","Lemniscomys striatus","Betacoronavirus",0,0.536058955477603
"4691","Lemur catta","Betacoronavirus",0,0.382981019815154
"4692","Leopardus geoffroyi","Betacoronavirus",0,0.177491750358306
"4693","Leopardus pardalis","Betacoronavirus",0,0.330489671906339
"4694","Leptonychotes weddellii","Betacoronavirus",0,0.189537867741086
"4695","Leptonycteris curasoae","Betacoronavirus",0,0.593254414531072
"4696","Leptonycteris nivalis","Betacoronavirus",0,0.593254414531072
"4697","Lepus americanus","Betacoronavirus",0,0.678195243032136
"4698","Lepus californicus","Betacoronavirus",0,0.671756550307359
"4699","Lepus capensis","Betacoronavirus",0,0.165438057814494
"4700","Lepus europaeus","Betacoronavirus",0,0.1670013536263
"4701","Lepus timidus","Betacoronavirus",0,0.236230406827222
"4702","Lichonycteris obscura","Betacoronavirus",0,0.368754936747572
"4703","Liomys adspersus","Betacoronavirus",0,0.227812839370122
"4704","Lissonycteris angolensis","Betacoronavirus",1,0.493257746318137
"4705","Lobodon carcinophaga","Betacoronavirus",0,0.22678072167262
"4706","Lonchophylla robusta","Betacoronavirus",0,0.227812839370122
"4707","Lonchorhina aurita","Betacoronavirus",0,0.368754936747572
"4708","Lontra canadensis","Betacoronavirus",0,0.397966524394314
"4709","Lophocebus albigena","Betacoronavirus",0,0.18554762991844
"4710","Lophostoma silvicolum","Betacoronavirus",0,0.227812839370122
"4711","Lophuromys flavopunctatus","Betacoronavirus",0,0.261822133062191
"4712","Lophuromys sikapusi","Betacoronavirus",0,0.63797841279871
"4713","Loxodonta africana","Betacoronavirus",0,0.263615751185829
"4714","Lycalopex gymnocercus","Betacoronavirus",0,0.210463990014676
"4715","Lycalopex vetulus","Betacoronavirus",0,0.593254414531072
"4716","Lycaon pictus","Betacoronavirus",0,0.543625453126871
"4717","Lynx lynx","Betacoronavirus",0,0.193454304399861
"4718","Lynx pardinus","Betacoronavirus",0,0.16749301017385
"4719","Lynx rufus","Betacoronavirus",0,0.441017088405118
"4720","Macaca arctoides","Betacoronavirus",0,0.181017605590599
"4721","Macaca cyclopis","Betacoronavirus",0,0.181017605590599
"4722","Macaca fascicularis","Betacoronavirus",0,0.344782727689713
"4723","Macaca fuscata","Betacoronavirus",0,0.217695570526287
"4724","Macaca maura","Betacoronavirus",0,0.172773115115926
"4725","Macaca mulatta","Betacoronavirus",0,0.233029828099239
"4726","Macaca nemestrina","Betacoronavirus",0,0.202649697392658
"4727","Macaca nigra","Betacoronavirus",0,0.172773115115926
"4728","Macaca ochreata","Betacoronavirus",0,0.172773115115926
"4729","Macaca radiata","Betacoronavirus",0,0.340233965643266
"4730","Macaca sinica","Betacoronavirus",0,0.536058955477603
"4731","Macaca sylvanus","Betacoronavirus",0,0.183016580943583
"4732","Macaca tonkeana","Betacoronavirus",0,0.172773115115926
"4733","Macroglossus minimus","Betacoronavirus",1,0.887810463927241
"4734","Macropus agilis","Betacoronavirus",0,0.635274653931977
"4735","Macropus fuliginosus","Betacoronavirus",0,0.240676379757654
"4736","Macropus giganteus","Betacoronavirus",0,0.52420939150345
"4737","Macropus parma","Betacoronavirus",0,0.181017605590599
"4738","Macropus robustus","Betacoronavirus",0,0.363955442804866
"4739","Macropus rufus","Betacoronavirus",0,0.240676379757654
"4740","Macrotus californicus","Betacoronavirus",0,0.593254414531072
"4741","Madromys blanfordi","Betacoronavirus",0,0.442299748138695
"4742","Mandrillus leucophaeus","Betacoronavirus",0,0.177595066554814
"4743","Mandrillus sphinx","Betacoronavirus",0,0.255100453788826
"4744","Manis javanica","Betacoronavirus",1,0.493257746318137
"4745","Marmosa murina","Betacoronavirus",0,0.261822133062191
"4746","Marmota flaviventris","Betacoronavirus",0,0.379526321279299
"4747","Marmota monax","Betacoronavirus",0,0.69393255995673
"4748","Martes foina","Betacoronavirus",0,0.593254414531072
"4749","Martes pennanti","Betacoronavirus",0,0.382467569785101
"4750","Mastomys erythroleucus","Betacoronavirus",0,0.383184022539677
"4751","Mastomys huberti","Betacoronavirus",0,0.182613875611425
"4752","Mastomys natalensis","Betacoronavirus",0,0.498369972480109
"4753","Megaerops ecaudatus","Betacoronavirus",1,0.493257746318137
"4754","Megaerops kusnotoi","Betacoronavirus",1,0.493257746318137
"4755","Megaerops niphanae","Betacoronavirus",1,0.493257746318137
"4756","Megaloglossus woermanni","Betacoronavirus",1,0.737621749265733
"4757","Melanomys caliginosus","Betacoronavirus",0,0.296713938454818
"4758","Meles meles","Betacoronavirus",0,0.181108326517322
"4759","Mellivora capensis","Betacoronavirus",0,0.593254414531072
"4760","Melogale moschata","Betacoronavirus",1,0.737621749265733
"4761","Mephitis mephitis","Betacoronavirus",0,1.01086968015533
"4762","Meriones hurrianae","Betacoronavirus",0,0.289430304162011
"4763","Meriones libycus","Betacoronavirus",0,0.193454304399861
"4764","Mesocricetus auratus","Betacoronavirus",0,0.218428162122099
"4765","Mesophylla macconnelli","Betacoronavirus",0,0.368754936747572
"4766","Metachirus nudicaudatus","Betacoronavirus",0,0.31206819366541
"4767","Micaelamys namaquensis","Betacoronavirus",0,0.182613875611425
"4768","Micronycteris megalotis","Betacoronavirus",0,0.593254414531072
"4769","Micropteropus pusillus","Betacoronavirus",1,0.734424196321501
"4770","Microtus agrestis","Betacoronavirus",0,0.383796522820309
"4771","Microtus arvalis","Betacoronavirus",0,0.398827471635619
"4772","Microtus californicus","Betacoronavirus",0,0.362134878065707
"4773","Microtus gregalis","Betacoronavirus",0,0.536058955477603
"4774","Microtus oeconomus","Betacoronavirus",0,0.479834851547387
"4775","Microtus pennsylvanicus","Betacoronavirus",0,0.241664559473485
"4776","Mimon crenulatum","Betacoronavirus",0,0.442299748138695
"4777","Miniopterus australis","Betacoronavirus",0,0.368754936747572
"4778","Miniopterus inflatus","Betacoronavirus",0,0.294557025099083
"4779","Miniopterus magnater","Betacoronavirus",1,0.737621749265733
"4780","Miniopterus natalensis","Betacoronavirus",0,0.368754936747572
"4781","Miniopterus pusillus","Betacoronavirus",0,0.368754936747572
"4782","Miniopterus schreibersii","Betacoronavirus",1,1.31902157735351
"4783","Miopithecus talapoin","Betacoronavirus",0,0.18013996273095
"4784","Mirounga leonina","Betacoronavirus",0,0.296713938454818
"4785","Molossops neglectus","Betacoronavirus",0,0.593254414531072
"4786","Molossus molossus","Betacoronavirus",0,1.02314595390393
"4787","Molossus rufus","Betacoronavirus",0,1.35554576840495
"4788","Mops condylurus","Betacoronavirus",1,0.737621749265733
"4789","Mormoops megalophylla","Betacoronavirus",0,1.02317095474501
"4790","Mungos mungo","Betacoronavirus",0,0.162734656221799
"4791","Muntiacus muntjak","Betacoronavirus",0,0.198131203138041
"4792","Murina aurata","Betacoronavirus",0,0.442299748138695
"4793","Murina leucogaster","Betacoronavirus",0,1.2871094070826
"4794","Mus booduga","Betacoronavirus",0,0.382981019815154
"4795","Mus bufo","Betacoronavirus",1,0.493257746318137
"4796","Mus cervicolor","Betacoronavirus",1,0.310876372316423
"4797","Mus musculus","Betacoronavirus",1,0.438071343386837
"4798","Mus setulosus","Betacoronavirus",0,0.167715326884951
"4799","Mus spicilegus","Betacoronavirus",0,0.16749301017385
"4800","Mus spretus","Betacoronavirus",0,0.163383707814284
"4801","Mustela lutreola","Betacoronavirus",0,0.189537867741086
"4802","Mustela nigripes","Betacoronavirus",0,0.172228218512479
"4803","Mustela putorius","Betacoronavirus",0,0.368754936747572
"4804","Myocastor coypus","Betacoronavirus",0,0.463040541409043
"4805","Myodes gapperi","Betacoronavirus",0,0.180025233330431
"4806","Myodes glareolus","Betacoronavirus",1,0.523963989588495
"4807","Myodes rufocanus","Betacoronavirus",0,0.193454304399861
"4808","Myodes rutilus","Betacoronavirus",0,0.479834851547387
"4809","Myonycteris torquata","Betacoronavirus",1,0.366101637014987
"4810","Myotis albescens","Betacoronavirus",0,0.593254414531072
"4811","Myotis austroriparius","Betacoronavirus",0,0.593254414531072
"4812","Myotis blythii","Betacoronavirus",0,0.846114482672009
"4813","Myotis brandtii","Betacoronavirus",0,0.368754936747572
"4814","Myotis californicus","Betacoronavirus",0,0.593254414531072
"4815","Myotis capaccinii","Betacoronavirus",0,0.368754936747572
"4816","Myotis chiloensis","Betacoronavirus",0,0.593254414531072
"4817","Myotis dasycneme","Betacoronavirus",1,1.07546082768289
"4818","Myotis daubentonii","Betacoronavirus",1,0.961625484536594
"4819","Myotis davidii","Betacoronavirus",0,0.368754936747572
"4820","Myotis emarginatus","Betacoronavirus",1,0.737621749265733
"4821","Myotis evotis","Betacoronavirus",0,0.593254414531072
"4822","Myotis grisescens","Betacoronavirus",0,0.593254414531072
"4823","Myotis horsfieldii","Betacoronavirus",1,0.737621749265733
"4824","Myotis keenii","Betacoronavirus",0,0.764871685405556
"4825","Myotis leibii","Betacoronavirus",0,0.593254414531072
"4826","Myotis levis","Betacoronavirus",0,0.593254414531072
"4827","Myotis longipes","Betacoronavirus",0,0.368754936747572
