"Sp","Betacov","R.Alb","Rank","PropRank","InSample"
"Kerivoula papillosa",0,0.0164442326024785,69,0.0164442326024785,0
"417",0,NA,7,0.016548463356974,0
"416",0,NA,12,0.0169014084507042,0
"Rhinolophus siamensis",0,0.0171591992373689,72,0.0171591992373689,0
"Sphaerias blanfordi",0,0.017397521448999,73,0.017397521448999,0
"Epomophorus minor",0,0.0182316491897045,76.5,0.0182316491897045,0
"537",0,NA,13,0.0183098591549296,0
"Plecotus austriacus",0,0.0185891325071497,78,0.0185891325071497,0
"205",0,NA,8,0.0189125295508274,0
"575",0,NA,14,0.0197183098591549,0
"Phoniscus jagorii",0,0.0203765490943756,85.5,0.0203765490943756,0
"Falsistrellus affinis",0,0.0209723546234509,88,0.0209723546234509,0
"703",0,NA,15,0.0211267605633803,0
"194",0,NA,9,0.0212765957446809,0
"Coelops frithii",0,0.0214489990467112,90,0.0214489990467112,0
"Myotis frater",0,0.0222831267874166,93.5,0.0222831267874166,0
"225",0,NA,16,0.0225352112676056,0
"Rhinolophus fumigatus",0,0.0226406101048618,95,0.0226406101048618,0
"Eptesicus pachyotis",0,0.0233555767397521,98,0.0233555767397521,0
"352",0,NA,10,0.0236406619385343,0
"522",0,NA,17,0.023943661971831,0
"Neoromicia rendalli",0,0.0240705433746425,101,0.0240705433746425,0
"Eptesicus bottae",0,0.0243088655862726,102,0.0243088655862726,0
"Rhinolophus landeri",0,0.0245471877979028,103,0.0245471877979028,0
"Myotis hasseltii",0,0.025023832221163,105,0.025023832221163,0
"Myotis annectans",0,0.0252621544327931,106,0.0252621544327931,0
"224",0,NA,18,0.0253521126760563,0
"Kerivoula lanosa",0,0.0258579599618684,108.5,0.0258579599618684,0
"Myotis welwitschii",0,0.0258579599618684,108.5,0.0258579599618684,0
"315",0,NA,11,0.0260047281323877,0
"Rhinolophus yunanensis",0,0.0262154432793136,110,0.0262154432793136,0
"Hesperoptenus tickelli",0,0.0266920877025739,112,0.0266920877025739,0
"208",0,NA,19,0.0267605633802817,0
"Pipistrellus stenopterus",0,0.0274070543374643,115,0.0274070543374643,0
"Cynopterus minutus",0,0.0280028598665396,117.5,0.0280028598665396,0
"Harpiocephalus mordax",0,0.0280028598665396,117.5,0.0280028598665396,0
"Hesperoptenus blanfordi",0,0.0280028598665396,117.5,0.0280028598665396,0
"Myotis fimbriatus",0,0.0280028598665396,117.5,0.0280028598665396,0
"302",0,NA,20,0.028169014084507,0
"265",0,NA,12,0.0283687943262411,0
"Arielulus circumdatus",0,0.0287178265014299,120.5,0.0287178265014299,0
"Glauconycteris variegata",0,0.0287178265014299,120.5,0.0287178265014299,0
"Kerivoula pellucida",0,0.0290753098188751,122,0.0290753098188751,0
"Rousettus aegyptiacus",1,0.0127502383222116,35.5,0.0291327085487184,1
"Myotis nipalensis",0,0.0294327931363203,123.5,0.0294327931363203,0
"Neoromicia tenuipinnis",0,0.0294327931363203,123.5,0.0294327931363203,0
"185",0,NA,21,0.0295774647887324,0
"Pipistrellus rueppellii",0,0.0305052430886559,128,0.0305052430886559,0
"Cynopterus sphinx",1,0.00285986653956149,25,0.0305307536352529,1
"83",0,NA,13,0.0307328605200946,0
"Myotis tricolor",0,0.030743565300286,129,0.030743565300286,0
"Megaderma lyra",0,0.0309818875119161,130,0.0309818875119161,0
"415",0,NA,22,0.0309859154929577,0
"Scotoecus hirundo",0,0.0312202097235462,131,0.0312202097235462,0
"Nycticeinops schlieffeni",0,0.0315776930409914,132.5,0.0315776930409914,0
"Cynopterus titthaecheilus",0,0.0322926596758818,135.5,0.0322926596758818,0
"Hipposideros ater",0,0.0322926596758818,135.5,0.0322926596758818,0
"Myotis bocagii",0,0.0322926596758818,135.5,0.0322926596758818,0
"Pipistrellus rusticus",0,0.0322926596758818,135.5,0.0322926596758818,0
"109",0,NA,23,0.0323943661971831,0
"Megaerops ecaudatus",0,0.0328884652049571,138,0.0328884652049571,0
"81",0,NA,14,0.033096926713948,0
"Scotophilus viridis",0,0.0331267874165872,139,0.0331267874165872,0
"Murina suilla",0,0.0333651096282174,140,0.0333651096282174,0
"Rhinolophus alcyone",0,0.0336034318398475,141,0.0336034318398475,0
"702",0,NA,24,0.0338028169014084,0
"Epomophorus minimus",0,0.0339609151572927,142.5,0.0339609151572927,0
"Myotis adversus",0,0.0339609151572927,142.5,0.0339609151572927,0
"Rhinolophus ferrumequinum",1,0.000238322211630124,24.6666666666667,0.0343517412066936,1
"Epomophorus crypturus",0,0.0344375595805529,144.5,0.0344375595805529,0
"Nanonycteris veldkampii",0,0.0349142040038132,146.5,0.0349142040038132,0
"446",0,NA,25,0.0352112676056338,0
"Scotophilus kuhlii",0,0.00166825548141087,27,0.035297869198029,1
"143",0,NA,15,0.0354609929078014,0
"Epomops buettikoferi",0,0.0359866539561487,151,0.0359866539561487,0
"Myotis ridleyi",0,0.0359866539561487,151,0.0359866539561487,0
"Eidolon helvum",1,0.0255004766444233,55.3333333333333,0.0361996893979063,1
"Penthetor lucasi",0,0.036463298379409,153,0.036463298379409,0
"653",0,NA,26,0.0366197183098592,0
"Hipposideros lylei",0,0.0370591039084843,155.5,0.0370591039084843,0
"Scotonycteris zenkeri",0,0.0370591039084843,155.5,0.0370591039084843,0
"267",0,NA,16,0.0378250591016548,0
"668",0,NA,27,0.0380281690140845,0
"Neoromicia guineensis",0,0.0381315538608198,160,0.0381315538608198,0
"Mimetillus moloneyi",0,0.038489037178265,161.5,0.038489037178265,0
"Kerivoula intermedia",0,0.0390848427073403,164,0.0390848427073403,0
"347",0,NA,28,0.0394366197183099,0
"Eonycteris major",0,0.0396806482364156,166.5,0.0396806482364156,0
"Myotis rosseti",0,0.0400381315538608,168,0.0400381315538608,0
"367",0,NA,17,0.0401891252955083,0
"Chironax melanocephalus",0,0.0402764537654909,169,0.0402764537654909,0
"Rhinolophus swinnyi",0,0.0405147759771211,170,0.0405147759771211,0
"Eonycteris spelaea",1,0.0112011439466158,42,0.0408229165268062,1
"64",0,NA,29,0.0408450704225352,0
"Balionycteris maculata",0,0.0411105815061964,172.5,0.0411105815061964,0
"Rousettus spinalatus",0,0.0411105815061964,172.5,0.0411105815061964,0
"Pipistrellus pipistrellus",1,0.00238322211630124,32,0.0411699942265605,1
"Scotoecus albofuscus",0,0.0417063870352717,175,0.0417063870352717,0
"Plerotes anchietae",0,0.0419447092469018,176,0.0419447092469018,0
"678",0,NA,30,0.0422535211267606,0
"341",0,NA,18,0.0425531914893617,0
"Rhinolophus sedulus",0,0.0428979980934223,180,0.0428979980934223,0
"Dyacopterus brooksi",0,0.0432554814108675,181.5,0.0432554814108675,0
"Murina huttoni",0,0.0432554814108675,181.5,0.0432554814108675,0
"139",0,NA,31,0.0436619718309859,0
"Scotophilus collinus",0,0.0437321258341277,183.5,0.0437321258341277,0
"Glauconycteris poensis",0,0.0440896091515729,185,0.0440896091515729,0
"Kerivoula argentata",0,0.0445662535748332,187,0.0445662535748332,0
"Nyctalus aviator",0,0.0448045757864633,188,0.0448045757864633,0
"346",0,NA,19,0.0449172576832151,0
"349",0,NA,32,0.0450704225352113,0
"Eptesicus nasutus",0,0.0455195424213537,191,0.0455195424213537,0
"Epomophorus angolensis",0,0.046234509056244,194,0.046234509056244,0
"Kerivoula minuta",0,0.0464728312678742,195,0.0464728312678742,0
"301",0,NA,33,0.0464788732394366,0
"Pipistrellus nanulus",0,0.0467111534795043,196,0.0467111534795043,0
"Rousettus leschenaultii",1,0.00262154432793136,36.3333333333333,0.046883237780672,1
"Megaderma spasma",0,0.0470686367969495,197.5,0.0470686367969495,0
"Rhinolophus borneensis",0,0.0470686367969495,197.5,0.0470686367969495,0
"402",0,NA,20,0.0472813238770686,0
"Laephotis wintoni",0,0.0476644423260248,200,0.0476644423260248,0
"677",0,NA,34,0.047887323943662,0
"Micropteropus intermedius",0,0.04802192564347,201.5,0.04802192564347,0
"Rousettus lanosus",0,0.04802192564347,201.5,0.04802192564347,0
"Otonycteris hemprichii",0,0.0486177311725453,204,0.0486177311725453,0
"Neoromicia zuluensis",0,0.0488560533841754,205,0.0488560533841754,0
"487",0,NA,35,0.0492957746478873,0
"Myotis pequinius",0,0.0493326978074357,207,0.0493326978074357,0
"Aethalops alecto",0,0.0495710200190658,208,0.0495710200190658,0
"358",0,NA,21,0.049645390070922,0
"Myotis keaysi",0,0.0498093422306959,209,0.0498093422306959,0
"Phoniscus atrox",0,0.050047664442326,210,0.050047664442326,0
"Plecotus kolombatovici",0,0.0504051477597712,211.5,0.0504051477597712,0
"488",0,NA,36,0.0507042253521127,0
"Megaerops wetmorei",0,0.0507626310772164,213,0.0507626310772164,0
"Rhinolophus philippinensis",0,0.0510009532888465,214,0.0510009532888465,0
"Neoromicia melckorum",0,0.0512392755004766,215,0.0512392755004766,0
"Scotonycteris ophiodon",0,0.0514775977121068,216,0.0514775977121068,0
"Eptesicus gobiensis",0,0.051954242135367,218,0.051954242135367,0
"198",0,NA,22,0.0520094562647754,0
"574",0,NA,37,0.052112676056338,0
"Casinycteris argynnis",0,0.0521925643469971,219,0.0521925643469971,0
"Kerivoula lenis",0,0.0524308865586273,220,0.0524308865586273,0
"Cynopterus luzoniensis",0,0.0526692087702574,221,0.0526692087702574,0
"Rhinolophus darlingi",0,0.0530266920877026,222.5,0.0530266920877026,0
"Rhinolophus denti",0,0.0530266920877026,222.5,0.0530266920877026,0
"Kerivoula whiteheadi",0,0.0533841754051478,224,0.0533841754051478,0
"300",0,NA,38,0.0535211267605634,0
"Laephotis botswanae",0,0.0536224976167779,225,0.0536224976167779,0
"Glauconycteris humeralis",0,0.0539799809342231,226.5,0.0539799809342231,0
"161",0,NA,23,0.0543735224586288,0
"346",0,NA,39,0.0549295774647887,0
"Kerivoula smithii",0,0.0550524308865586,231,0.0550524308865586,0
"486",0,NA,40,0.0563380281690141,0
"Kerivoula phalaena",0,0.0563632030505243,236.5,0.0563632030505243,0
"Rhinolophus celebensis",0,0.0563632030505243,236.5,0.0563632030505243,0
"Myotis scotti",0,0.0567206863679695,238,0.0567206863679695,0
"246",0,NA,24,0.0567375886524823,0
"Rhogeessa io",0,0.0571973307912297,240,0.0571973307912297,0
"Glauconycteris beatrix",0,0.0575548141086749,241.5,0.0575548141086749,0
"573",0,NA,41,0.0577464788732394,0
"Asellia tridens",0,0.0579122974261201,243,0.0579122974261201,0
"Kerivoula cuprosa",0,0.0582697807435653,244.5,0.0582697807435653,0
"Pteropus intermedius",0,0.0582697807435653,244.5,0.0582697807435653,0
"Eptesicus hottentotus",0,0.0586272640610105,246,0.0586272640610105,0
"Myonycteris relicta",0,0.0589847473784557,247.5,0.0589847473784557,0
"Nyctalus montanus",0,0.0589847473784557,247.5,0.0589847473784557,0
"96",0,NA,25,0.0591016548463357,0
"445",0,NA,42,0.0591549295774648,0
"Myotis oxyotus",0,0.059580552907531,250,0.059580552907531,0
"Myotis nigricans",0,0.0560057197330791,107.5,0.0597483854509325,1
"Eptesicus andinus",0,0.0599380362249762,251.5,0.0599380362249762,0
"Neoromicia helios",0,0.0599380362249762,251.5,0.0599380362249762,0
"Rhinolophus arcuatus",0,0.0602955195424214,253,0.0602955195424214,0
"Rhinolophus robinsoni",0,0.0605338417540515,254,0.0605338417540515,0
"138",0,NA,43,0.0605633802816901,0
"Murina aenea",0,0.0607721639656816,255,0.0607721639656816,0
"Myotis ikonnikovi",0,0.0612488083889419,257,0.0612488083889419,0
"403",0,NA,26,0.0614657210401891,0
"Aethalops aequalis",0,0.061487130600572,258,0.061487130600572,0
"Taphozous longimanus",0,0.0617254528122021,259,0.0617254528122021,0
"Cynopterus brachyotis",1,0.00834127740705434,53.6666666666667,0.0619353553798162,1
"141",0,NA,44,0.0619718309859155,0
"Scotozous dormeri",0,0.0620829361296473,260.5,0.0620829361296473,0
"Miniopterus schreibersii",1,0.0539799809342231,106.833333333333,0.0621247823771354,1
"Harpyionycteris whiteheadi",0,0.0626787416587226,263,0.0626787416587226,0
"Rousettus bidens",0,0.0626787416587226,263,0.0626787416587226,0
"Rhinolophus subbadius",0,0.0632745471877979,265.5,0.0632745471877979,0
"Rousettus madagascariensis",0,0.0632745471877979,265.5,0.0632745471877979,0
"667",0,NA,45,0.0633802816901408,0
"Falsistrellus mordax",0,0.0636320305052431,267,0.0636320305052431,0
"105",0,NA,27,0.0638297872340425,0
"Rhinolophus guineensis",0,0.0638703527168732,268,0.0638703527168732,0
"Myotis macrotarsus",0,0.0644661582459485,270.5,0.0644661582459485,0
"49",0,NA,46,0.0647887323943662,0
"Rhogeessa minutilla",0,0.0648236415633937,272,0.0648236415633937,0
"Cynopterus nusatenggara",0,0.0650619637750238,273,0.0650619637750238,0
"Rhinolophus bocharicus",0,0.065300285986654,274,0.065300285986654,0
"Myotis bombinus",0,0.0655386081982841,275,0.0655386081982841,0
"Pteropus griseus",0,0.0657769304099142,276,0.0657769304099142,0
"Ptenochirus minor",0,0.0660152526215443,277,0.0660152526215443,0
"117",0,NA,28,0.066193853427896,0
"366",0,NA,47,0.0661971830985915,0
"Eptesicus fuscus",0,0.0694709246901811,128,0.0665842049436754,1
"Myotis ater",0,0.0667302192564347,280,0.0667302192564347,0
"Myotis sicarius",0,0.0667302192564347,280,0.0667302192564347,0
"Murina hilgendorfi",0,0.0672068636796949,282,0.0672068636796949,0
"Pipistrellus deserti",0,0.0674451858913251,283,0.0674451858913251,0
"234",0,NA,48,0.0676056338028169,0
"Glauconycteris egeria",0,0.0676835081029552,284,0.0676835081029552,0
"Hesperoptenus tomesi",0,0.0679218303145853,285,0.0679218303145853,0
"Glauconycteris alboguttata",0,0.0683984747378456,287,0.0683984747378456,0
"273",0,NA,29,0.0685579196217494,0
"Rhinolophus deckenii",0,0.0687559580552908,288.5,0.0687559580552908,0
"474",0,NA,49,0.0690140845070423,0
"Myonycteris brachycephala",0,0.0694709246901811,291.5,0.0694709246901811,0
"Micropteropus pusillus",1,0.0235938989513823,77,0.0698364639697096,1
"Pipistrellus westralis",0,0.0700667302192564,294,0.0700667302192564,0
"Rousettus obliviosus",0,0.0700667302192564,294,0.0700667302192564,0
"261",0,NA,50,0.0704225352112676,0
"Eptesicus chiriquinus",0,0.0705433746425167,296,0.0705433746425167,0
"Myotis moluccarum",0,0.0709008579599619,297.5,0.0709008579599619,0
"Myotis schaubi",0,0.0709008579599619,297.5,0.0709008579599619,0
"31",0,NA,30,0.0709219858156028,0
"Chaerephon ansorgei",0,0.0712583412774071,299,0.0712583412774071,0
"Myotis fortidens",0,0.0714966634890372,300,0.0714966634890372,0
"Eonycteris robusta",0,0.0717349857006673,301,0.0717349857006673,0
"473",0,NA,51,0.071830985915493,0
"Rhinolophus subrufus",0,0.0722116301239275,303,0.0722116301239275,0
"Rhogeessa tumida",0,0.0724499523355577,304,0.0724499523355577,0
"Acerodon jubatus",0,0.0726882745471878,305,0.0726882745471878,0
"Pteropus keyensis",0,0.0731649189704481,307,0.0731649189704481,0
"472",0,NA,52,0.0732394366197183,0
"159",0,NA,31,0.0732860520094563,0
"Myotis daubentonii",1,0.0117969494756911,65.8333333333333,0.0734158845670144,1
"Artibeus jamaicensis",0,0.155147759771211,232.666666666667,0.0737816476232674,1
"Myotis melanorhinus",0,0.0738798856053384,310,0.0738798856053384,0
"Rousettus celebensis",0,0.0738798856053384,310,0.0738798856053384,0
"Dobsonia peronii",0,0.0744756911344137,312.5,0.0744756911344137,0
"Myotis simus",0,0.0744756911344137,312.5,0.0744756911344137,0
"257",0,NA,53,0.0746478873239437,0
"Eptesicus floweri",0,0.0748331744518589,314,0.0748331744518589,0
"Acerodon mackloti",0,0.0751906577693041,315.5,0.0751906577693041,0
"322",0,NA,32,0.0756501182033097,0
"Pteropus lombocensis",0,0.0756673021925643,317.5,0.0756673021925643,0
"Eptesicus matroka",0,0.0760247855100095,319,0.0760247855100095,0
"648",0,NA,54,0.076056338028169,0
"Epomophorus gambianus",1,0.0375357483317445,97.8333333333333,0.0763616813687975,1
"Hypsugo macrotis",0,0.0767397521448999,322,0.0767397521448999,0
"Murina rozendaali",0,0.0767397521448999,322,0.0767397521448999,0
"Myotis elegans",0,0.0767397521448999,322,0.0767397521448999,0
"Harpyionycteris celebensis",0,0.0773355576739752,324.5,0.0773355576739752,0
"Megaerops kusnotoi",0,0.0773355576739752,324.5,0.0773355576739752,0
"170",0,NA,55,0.0774647887323944,0
"Pteropus alecto",1,0.101763584366063,173.333333333333,0.0775831666196736,1
"Rhinolophus beddomei",0,0.0776930409914204,326,0.0776930409914204,0
"41",0,NA,33,0.0780141843971631,0
"Pipistrellus papuanus",0,0.0780505243088656,327.5,0.0780505243088656,0
"Rhinolophus inops",0,0.0780505243088656,327.5,0.0780505243088656,0
"Pteropus leucopterus",0,0.078765490943756,330.5,0.078765490943756,0
"Rhinolophus virgo",0,0.078765490943756,330.5,0.078765490943756,0
"126",0,NA,56,0.0788732394366197,0
"Murina leucogaster",0,0.0145376549094376,73,0.0790242887256811,1
"Myotis hajastanicus",0,0.0792421353670162,332.5,0.0792421353670162,0
"Styloctenium wallacei",0,0.0792421353670162,332.5,0.0792421353670162,0
"Pteropus giganteus",1,0.0222831267874166,82.1666666666667,0.0792586948446318,1
"Tadarida insignis",0,0.0799571020019066,335.5,0.0799571020019066,0
"572",0,NA,57,0.0802816901408451,0
"299",0,NA,34,0.0803782505910166,0
"Cistugo seabrae",0,0.0804337464251668,337.5,0.0804337464251668,0
"Pteropus ocularis",0,0.0804337464251668,337.5,0.0804337464251668,0
"Acerodon celebensis",0,0.0810295519542421,340,0.0810295519542421,0
"Haplonycteris fischeri",0,0.0810295519542421,340,0.0810295519542421,0
"Otopteropus cartilagonodus",0,0.0810295519542421,340,0.0810295519542421,0
"294",0,NA,58,0.0816901408450704,0
"Tadarida aegyptiaca",0,0.0817445185891325,343,0.0817445185891325,0
"Rhinolophus silvestris",0,0.0822211630123928,345,0.0822211630123928,0
"Dobsonia minor",0,0.0824594852240229,346,0.0824594852240229,0
"301",0,NA,35,0.08274231678487,0
"Pteropus mahaganus",0,0.0828169685414681,347.5,0.0828169685414681,0
"Artibeus lituratus",1,0.189585319351764,279.166666666667,0.0829134163097428,1
"233",0,NA,59,0.0830985915492958,0
"Chaerephon nigeriae",0,0.0835319351763584,350.5,0.0835319351763584,0
"Thoopterus nigrescens",0,0.0840085795996187,352.5,0.0840085795996187,0
"452",0,NA,60,0.0845070422535211,0
"Myotis lucifugus",0,0.122378455672069,202.333333333333,0.0846895321723797,1
"Dobsonia crenulata",0,0.0847235462345091,355.5,0.0847235462345091,0
"Nyctimene cephalotes",0,0.0847235462345091,355.5,0.0847235462345091,0
"Hipposideros cyclops",0,0.0850810295519542,357,0.0850810295519542,0
"184",0,NA,36,0.0851063829787234,0
"Bauerus dubiaquercus",0,0.0853193517635844,358,0.0853193517635844,0
"Eptesicus innoxius",0,0.0856768350810296,359.5,0.0856768350810296,0
"Myotis bucharensis",0,0.0856768350810296,359.5,0.0856768350810296,0
"207",0,NA,61,0.0859154929577465,0
"Hipposideros grandis",0,0.0861534795042898,361.5,0.0861534795042898,0
"Murina puta",0,0.0861534795042898,361.5,0.0861534795042898,0
"Pteropus niger",0,0.086510962821735,363,0.086510962821735,0
"Dobsonia exoleta",0,0.0868684461391802,364.5,0.0868684461391802,0
"Myotis goudoti",0,0.0868684461391802,364.5,0.0868684461391802,0
"Hipposideros armiger",1,0.0127502383222116,76.5,0.0868791874219579,1
"Carollia perspicillata",1,0.2017397521449,296.166666666667,0.0869648939074549,1
"666",0,NA,62,0.0873239436619718,0
"72",0,NA,37,0.0874704491725768,0
"Pteropus rennelli",0,0.0877025738798856,368,0.0877025738798856,0
"Eptesicus serotinus",1,0.00214489990467112,65,0.0880389102968622,1
"Kerivoula flora",0,0.0882983794089609,370.5,0.0882983794089609,0
"Nyctophilus geoffroyi",0,0.0882983794089609,370.5,0.0882983794089609,0
"Scotophilus nucella",0,0.0882983794089609,370.5,0.0882983794089609,0
"232",0,NA,63,0.0887323943661972,0
"Sturnira lilium",0,0.160152526215443,249.333333333333,0.0890649265788567,1
"Myotis ruber",0,0.0891325071496663,374,0.0891325071496663,0
"Pteropus woodfordi",0,0.0891325071496663,374,0.0891325071496663,0
"Pteropus speciosus",0,0.0896091515729266,376,0.0896091515729266,0
"201",0,NA,38,0.0898345153664303,0
"Pipistrellus collinus",0,0.0900857959961869,378,0.0900857959961869,0
"Rhinopoma microphyllum",0,0.0900857959961869,378,0.0900857959961869,0
"485",0,NA,64,0.0901408450704225,0
"Myotis septentrionalis",0,0.124165872259295,208.5,0.0904496569502813,1
"Falsistrellus petersi",0,0.0905624404194471,380,0.0905624404194471,0
"Hipposideros cervinus",0,0.0909199237368923,381.5,0.0909199237368923,0
"Pteropus tuberculatus",0,0.0909199237368923,381.5,0.0909199237368923,0
"Myotis nesopolus",0,0.0913965681601525,383.5,0.0913965681601525,0
"Pteropus pohlei",0,0.0913965681601525,383.5,0.0913965681601525,0
"1",0,NA,65,0.0915492957746479,0
"Pipistrellus adamsi",0,0.0917540514775977,385,0.0917540514775977,0
"1",0,NA,39,0.0921985815602837,0
"Pteropus samoensis",0,0.092230695900858,387,0.092230695900858,0
"Rhinolophus ruwenzorii",0,0.092230695900858,387,0.092230695900858,0
"647",0,NA,66,0.0929577464788732,0
"Laephotis angolensis",0,0.0930648236415634,390.5,0.0930648236415634,0
"Pteropus dasymallus",0,0.0930648236415634,390.5,0.0930648236415634,0
"Pteropus mariannus",0,0.0930648236415634,390.5,0.0930648236415634,0
"Rhinolophus pusillus",1,0.00428979980934223,71.3333333333333,0.0934487126125037,1
"Pteropus melanotus",0,0.0936606291706387,393,0.0936606291706387,0
"Pteropus melanopogon",0,0.0940181124880839,394.5,0.0940181124880839,0
"276",0,NA,67,0.0943661971830986,0
"Chaerephon aloysiisabaudiae",0,0.0944947569113441,396.5,0.0944947569113441,0
"Pteropus chrysoproctus",0,0.0944947569113441,396.5,0.0944947569113441,0
"307",0,NA,40,0.0945626477541371,0
"Pteropus seychellensis",0,0.0949714013346044,398.5,0.0949714013346044,0
"Scotophilus celebensis",0,0.0953288846520496,400,0.0953288846520496,0
"Glossophaga soricina",0,0.180529075309819,277.5,0.0953876260422401,1
"Lasiurus minor",0,0.0955672068636797,401,0.0955672068636797,0
"571",0,NA,68,0.0957746478873239,0
"Hipposideros doriae",0,0.0958055290753098,402,0.0958055290753098,0
"Chaerephon major",0,0.0962821734985701,404,0.0962821734985701,0
"Tadarida ventralis",0,0.0962821734985701,404,0.0962821734985701,0
"Vespadelus troughtoni",0,0.0962821734985701,404,0.0962821734985701,0
"84",0,NA,41,0.0969267139479905,0
"Chaerephon chapini",0,0.0969971401334604,407,0.0969971401334604,0
"Pteropus personatus",0,0.0969971401334604,407,0.0969971401334604,0
"Scotoecus pallidus",0,0.0969971401334604,407,0.0969971401334604,0
"521",0,NA,69,0.0971830985915493,0
"Pipistrellus abramus",1,0.00762631077216397,78,0.097377784341895,1
"Acerodon leucotis",0,0.0975929456625357,409.5,0.0975929456625357,0
"Nyctimene rabori",0,0.0975929456625357,409.5,0.0975929456625357,0
"Lasiurus insularis",0,0.0979504289799809,411,0.0979504289799809,0
"Desmodus rotundus",0,0.185533841754051,285.5,0.0984643322278763,1
"Myotis auriculus",0,0.0985462345090562,413.5,0.0985462345090562,0
"Pipistrellus maderensis",0,0.0985462345090562,413.5,0.0985462345090562,0
"Pteropus rayneri",0,0.0985462345090562,413.5,0.0985462345090562,0
"Rhinolophus euryotis",0,0.0985462345090562,413.5,0.0985462345090562,0
"147",0,NA,70,0.0985915492957746,0
"Molossus rufus",0,0.196615824594852,298.666666666667,0.0988719415316174,1
"268",0,NA,42,0.099290780141844,0
"Melonycteris melanops",0,0.0994995233555767,417.5,0.0994995233555767,0
"Nyctimene minutus",0,0.0994995233555767,417.5,0.0994995233555767,0
"Pteropus pumilus",0,0.0994995233555767,417.5,0.0994995233555767,0
"Vespadelus caurinus",0,0.0994995233555767,417.5,0.0994995233555767,0
"414",0,NA,71,0.1,0
"Dobsonia viridis",0,0.100214489990467,420.5,0.100214489990467,0
"Rhogeessa aeneus",0,0.100214489990467,420.5,0.100214489990467,0
"Phyllostomus hastatus",0,0.189585319351764,291.833333333333,0.100753791896597,1
"Chalinolobus picatus",0,0.100810295519542,423,0.100810295519542,0
"Rhinolophus hillorum",0,0.100810295519542,423,0.100810295519542,0
"Myotis stalkeri",0,0.101286939942803,425,0.101286939942803,0
"444",0,NA,72,0.101408450704225,0
"40",0,NA,43,0.101654846335697,0
"Artibeus phaeotis",1,0.193755958055291,297.333333333333,0.101674521229698,1
"Nyctimene masalai",0,0.101763584366063,427,0.101763584366063,0
